"t";"iL";"iG";"iSd";"slope";"intercept"
9;15;2;1;796,616;7268,801
9;15;3;1;798,084;7286,614
9;15;4;1;799,192;7299,324
9;15;5;1;800,175;7308,101
9;15;0;2;791,206;7181,531
9;15;1;2;793,276;7211,295
9;15;2;2;795,161;7234,385
9;15;3;2;796,834;7252,036
9;15;4;2;798,213;7268,348
9;15;5;2;799,57;7280,617
9;15;0;3;790,343;7107,227
9;15;1;3;790,772;7150,997
9;15;2;3;791,307;7190,562
9;15;3;3;792,477;7217,789
9;15;4;3;794,082;7235,739
9;15;5;3;795,742;7247,219
9;15;0;4;788,428;7021,268
9;15;1;4;789,419;7073,07
9;15;2;4;790,542;7116,726
9;15;3;4;791,954;7146,972
9;15;4;4;793,201;7169,576
9;15;5;4;794,681;7184,087
9;15;0;5;785,05;6973,407
9;15;1;5;785,487;7033,42
9;15;2;5;785,954;7084,897
9;15;3;5;787,405;7116,114
9;15;4;5;789,956;7132,437
9;15;5;5;793,08;7138,358
9;15;0;6;785,562;6950,854
9;15;1;6;781,587;7035,111
9;15;2;6;780,032;7098,946
9;15;3;6;782,593;7121,766
9;15;4;6;786,572;7126,351
9;15;5;6;791,124;7119,859
9;15;0;7;775,845;7003,726
9;15;1;7;777,349;7060,443
9;15;2;7;779,609;7102,634
9;15;3;7;782,311;7124,641
9;15;4;7;786,254;7129,223
9;15;5;7;790,844;7122,061
9;15;0;8;775,814;7005,352
9;15;1;8;777,32;7062,059
9;15;2;8;779,584;7104,232
9;15;3;8;782,287;7126,238
9;15;4;8;786,229;7130,82
9;15;5;8;790,819;7123,657
9;16;0;0;806,814;7245,056
9;16;1;0;807,514;7274,413
9;16;2;0;808,482;7295,66
9;16;3;0;809,658;7309,48
9;16;4;0;810,921;7319,625
9;16;5;0;812,22;7326,94
9;16;0;1;804,342;7222,43
9;16;1;1;805,447;7250,18
9;16;2;1;806,401;7271,774
9;16;3;1;807,222;7287,689
9;16;4;1;808,057;7300,2
9;16;5;1;809,066;7309,204
9;16;0;2;803,808;7181,799
9;16;1;2;804,683;7210,819
9;16;2;2;805,909;7233,646
9;16;3;2;806,94;7254,122
9;16;4;2;807,925;7270,757
9;16;5;2;808,967;7280,409
9;16;0;3;804,228;7104,647
9;16;1;3;802,669;7154,261
9;16;2;3;802,125;7194,427
9;16;3;3;803,104;7218,328
9;16;4;3;804,265;7235,014
9;16;5;3;805,345;7246,321
9;16;0;4;804,17;7022,997
9;16;1;4;802,255;7078,397
9;16;2;4;801,375;7122,865
9;16;3;4;801,951;7151,796
9;16;4;4;802,906;7173,69
9;16;5;4;804,407;7187,325
9;16;0;5;798,826;6985,12
9;16;1;5;796,576;7048,53
9;16;2;5;796,517;7092,199
9;16;3;5;797,444;7120,73
9;16;4;5;799,145;7139,123
9;16;5;5;801,769;7146,457
9;16;0;6;793,428;6988,829
9;16;1;6;791,112;7054,627
9;16;2;6;791,64;7094,965
9;16;3;6;793,568;7115,451
9;16;4;6;796,826;7121,078
9;16;5;6;800,626;7118,272
9;16;0;7;788,286;7016,147
9;16;1;7;788,905;7066,069
9;16;2;7;789,846;7104,171
9;16;3;7;791,686;7124,543
9;16;4;7;795,086;7127,858
9;16;5;7;799,089;7122,331
9;16;0;8;788,232;7016,785
9;16;1;8;788,852;7066,7
9;16;2;8;789,794;7104,798
9;16;3;8;791,634;7125,17
9;16;4;8;795,034;7128,48
9;16;5;8;799,037;7122,946
9;17;0;0;817,028;7260,736
9;17;1;0;817,217;7286,487
9;17;2;0;818,083;7303,49
9;17;3;0;818,984;7316,464
9;17;4;0;819,52;7328,55
9;17;5;0;819,718;7339,334
9;17;0;1;816,123;7226,255
9;17;1;1;815,687;7254,577
9;17;2;1;815,554;7277,662
9;17;3;1;815,917;7294,996
9;17;4;1;816,558;7308,056
9;17;5;1;817,172;7317,83
9;17;0;2;817,754;7175,45
9;17;1;2;816,767;7210,154
9;17;2;2;816,145;7240,752
9;17;3;2;815,915;7263,467
9;17;4;2;815,916;7278,086
9;17;5;2;815,877;7287,707
9;17;0;3;818,372;7108,004
9;17;1;3;816,189;7150,878
9;17;2;3;814,748;7188,298
9;17;3;3;813,925;7216,796
9;17;4;3;813,562;7237,78
9;17;5;3;813,739;7251,243
9;17;0;4;811,852;7068,625
9;17;1;4;811,026;7107,502
9;17;2;4;811,5;7137,334
9;17;3;4;812,116;7161,843
9;17;4;4;812,635;7182,316
9;17;5;4;813,047;7198,748
9;17;0;5;811,696;6999,234
9;17;1;5;809,159;7052,279
9;17;2;5;807,51;7097,295
9;17;3;5;807,178;7129,796
9;17;4;5;808,697;7147,24
9;17;5;5;810,728;7156,936
9;17;0;6;805,953;7000,157
9;17;1;6;803,599;7054,935
9;17;2;6;803,542;7090,692
9;17;3;6;805,185;7109,044
9;17;4;6;807,422;7119,59
9;17;5;6;809,962;7124,418
9;17;0;7;801,908;7015,367
9;17;1;7;799,455;7071,012
9;17;2;7;798,907;7108,707
9;17;3;7;800,761;7123,735
9;17;4;7;803,972;7126,917
9;17;5;7;807,266;7126,802
9;17;0;8;798,723;7033,157
9;17;1;8;797,628;7082,086
9;17;2;8;798,867;7109,613
9;17;3;8;800,722;7124,633
9;17;4;8;803,935;7127,796
9;17;5;8;807,231;7127,669
9;18;0;0;831,094;7255,949
9;18;1;0;830,175;7279,639
9;18;2;0;829,443;7299,765
9;18;3;0;828,762;7317,355
9;18;4;0;828,108;7332,508
9;18;5;0;827,554;7344,559
9;18;0;1;828,782;7224,565
9;18;1;1;827,648;7251,357
9;18;2;1;826,709;7276,026
9;18;3;1;826,036;7296,031
9;18;4;1;825,527;7311,09
9;18;5;1;825,125;7321,724
9;18;0;2;826,839;7200,323
9;18;1;2;825,625;7229,159
9;18;2;2;824,543;7253,033
9;18;3;2;823,746;7270,401
9;18;4;2;823,178;7284,008
9;18;5;2;822,793;7295,219
9;18;0;3;825,931;7141,996
9;18;1;3;824,307;7176,525
9;18;2;3;823,063;7206,086
9;18;3;3;822,186;7229,529
9;18;4;3;821,629;7247,736
9;18;5;3;821,276;7261,343
9;18;0;4;824,261;7086,17
9;18;1;4;822,813;7119,873
9;18;2;4;821,554;7151,117
9;18;3;4;820,467;7179,167
9;18;4;4;819,797;7202,631
9;18;5;4;819,865;7218,376
9;18;0;5;820,218;7034,311
9;18;1;5;818,143;7078,647
9;18;2;5;816,795;7117,273
9;18;3;5;817,174;7141,991
9;18;4;5;818,111;7159,261
9;18;5;5;818,994;7171,225
9;18;0;6;823,503;6999,064
9;18;1;6;821,243;7033,77
9;18;2;6;819,243;7070,877
9;18;3;6;817,889;7102,299
9;18;4;6;817,398;7125,857
9;18;5;6;818,361;7136,509
9;18;0;7;816,649;7010,764
9;18;1;7;814,269;7053,549
9;18;2;7;812,47;7090,294
9;18;3;7;811,84;7117,743
9;18;4;7;813,85;7128,233
9;18;5;7;815,713;7134,426
9;18;0;8;813,754;7022,179
9;18;1;8;811,591;7066,338
9;18;2;8;810,199;7102,487
9;18;3;8;811,447;7120,044
9;18;4;8;813,782;7128,822
9;18;5;8;815,647;7135,01
9;19;0;0;843,663;7262,237
9;19;1;0;842,714;7276,941
9;19;2;0;841,733;7292,827
9;19;3;0;840,912;7306,595
9;19;4;0;840,336;7316,067
9;19;5;0;840,038;7320,507
9;19;0;1;840,938;7233,297
9;19;1;1;839,727;7252,82
9;19;2;1;838,679;7270,652
9;19;3;1;837,9;7283,885
9;19;4;1;837,375;7292,781
9;19;5;1;837,095;7297,118
9;19;0;2;837,111;7210,924
9;19;1;2;835,88;7231,349
9;19;2;2;834,887;7249,088
9;19;3;2;834,092;7263,825
9;19;4;2;833,518;7274,986
9;19;5;2;833,229;7280,49
9;19;0;3;837,336;7158,459
9;19;1;3;835,843;7182,979
9;19;2;3;834,587;7204,956
9;19;3;3;833,585;7223,211
9;19;4;3;832,866;7236,219
9;19;5;3;832,531;7242,247
9;19;0;4;833,021;7119,554
9;19;1;4;831,687;7144,574
9;19;2;4;830,403;7169,562
9;19;3;4;829,161;7193,514
9;19;4;4;828,17;7212,347
9;19;5;4;827,582;7222,356
9;19;0;5;833,494;7055,225
9;19;1;5;831,546;7087,051
9;19;2;5;829,881;7117,569
9;19;3;5;828,507;7144,093
9;19;4;5;827,496;7163,717
9;19;5;5;827,067;7172,863
9;19;0;6;832,117;7026,983
9;19;1;6;830,167;7059,135
9;19;2;6;828,472;7089,737
9;19;3;6;827,14;7115,958
9;19;4;6;826,335;7134,765
9;19;5;6;826,305;7142,226
9;19;0;7;831,496;7011,602
9;19;1;7;829,538;7041,338
9;19;2;7;827,634;7072,615
9;19;3;7;826,07;7100,758
9;19;4;7;825,056;7120,917
9;19;5;7;824,83;7127,811
9;19;0;8;822,056;7045,548
9;19;1;8;820,54;7081,985
9;19;2;8;820,986;7105,393
9;19;3;8;821,785;7123,022
9;19;4;8;822,36;7135,455
9;19;5;8;822,608;7139,921
9;20;0;0;850,895;7289,507
9;20;1;0;850,206;7299,536
9;20;2;0;849,671;7307,38
9;20;3;0;849,416;7310,99
9;20;4;0;849,469;7309,99
9;20;5;0;849,762;7305,421
9;20;0;1;849,734;7259,07
9;20;1;1;849,097;7268,021
9;20;2;1;848,532;7276,118
9;20;3;1;848,244;7280,312
9;20;4;1;848,275;7279,733
9;20;5;1;848,546;7275,737
9;20;0;2;849,224;7226,456
9;20;1;2;848,589;7235,249
9;20;2;2;847,983;7243,909
9;20;3;2;847,621;7249,172
9;20;4;2;847,634;7248,938
9;20;5;2;847,944;7244,458
9;20;0;3;844,316;7189,824
9;20;1;3;843,341;7205,027
9;20;2;3;842,538;7217,66
9;20;3;3;842,068;7224,64
9;20;4;3;842,048;7224,34
9;20;5;3;842,423;7218,025
9;20;0;4;842,274;7148,068
9;20;1;4;841,308;7163,637
9;20;2;4;840,367;7178,466
9;20;3;4;839,654;7188,935
9;20;4;4;839,415;7191,679
9;20;5;4;839,704;7186,112
9;20;0;5;844,028;7137,903
9;20;1;5;844,028;7137,903
9;20;2;5;844,028;7137,903
9;20;3;5;843,939;7139,025
9;20;4;5;843,879;7139,808
9;20;5;5;843,943;7138,974
9;20;0;6;842,656;7063,097
9;20;1;6;841,873;7074,117
9;20;2;6;840,619;7093,009
9;20;3;6;839,809;7105,482
9;20;4;6;839,66;7107,901
9;20;5;6;840,076;7101,659
9;20;0;7;838,76;7038,192
9;20;1;7;837,078;7063,505
9;20;2;7;835,529;7087,799
9;20;3;7;834,507;7103,756
9;20;4;7;834,299;7106,899
9;20;5;7;834,815;7098,429
9;20;0;8;832,18;7060,948
9;20;1;8;830,688;7090,726
9;20;2;8;829,35;7116,044
9;20;3;8;828,362;7132,377
9;20;4;8;828,013;7135,234
9;20;5;8;828,33;7125,767
10;0;0;0;737,713;7109,108
10;0;1;0;730,458;7110,643
10;0;2;0;722,886;7116,095
10;0;3;0;717,635;7131,493
10;0;4;0;716,344;7162,715
10;0;5;0;717,351;7200,4
10;0;0;1;732,849;7068,968
10;0;1;1;725,777;7070,637
10;0;2;1;718,736;7076,44
10;0;3;1;714,472;7092,3
10;0;4;1;714,173;7123,615
10;0;5;1;715,767;7161,764
10;0;0;2;732,154;7020,887
10;0;1;2;724,949;7022,182
10;0;2;2;717,51;7026,749
10;0;3;2;712,466;7039,752
10;0;4;2;711,45;7067,954
10;0;5;2;713,075;7106,894
10;0;0;3;732,106;6929,082
10;0;1;3;724,861;6931,744
10;0;2;3;717,314;6940,913
10;0;3;3;712,103;6965,06
10;0;4;3;710,894;7008,54
10;0;5;3;712,242;7055,207
10;0;0;4;728,074;6834,199
10;0;1;4;720,808;6835,628
10;0;2;4;713,215;6840,944
10;0;3;4;708,013;6857,198
10;0;4;4;707,191;6893,575
10;0;5;4;709,341;6941,452
10;0;0;5;725,103;6744,451
10;0;1;5;717,88;6744,996
10;0;2;5;710,41;6747,556
10;0;3;5;705,435;6757,99
10;0;4;5;704,843;6788,067
10;0;5;5;707,12;6834,637
10;0;0;6;724,724;6733,787
10;0;1;6;717,499;6733,856
10;0;2;6;710,022;6734,932
10;0;3;6;705,015;6742,178
10;0;4;6;704,342;6768,403
10;0;5;6;706,54;6813,196
10;0;0;7;724,787;6735,479
10;0;1;7;717,56;6735,538
10;0;2;7;710,077;6736,586
10;0;3;7;705,054;6743,769
10;0;4;7;704,357;6769,942
10;0;5;7;706,526;6814,787
10;0;0;8;724,798;6735,468
10;0;1;8;717,572;6735,527
10;0;2;8;710,089;6736,575
10;0;3;8;705,066;6743,76
10;0;4;8;704,368;6769,934
10;0;5;8;706,537;6814,781
10;1;0;0;737,276;7109,387
10;1;1;0;730,021;7111,236
10;1;2;0;722,977;7119,413
10;1;3;0;719,791;7143,751
10;1;4;0;721,027;7186,383
10;1;5;0;722,945;7229,422
10;1;0;1;732,432;7069,354
10;1;1;1;725,399;7071,364
10;1;2;1;719,057;7079,946
10;1;3;1;717,055;7104,667
10;1;4;1;719,237;7147,737
10;1;5;1;721,628;7193,094
10;1;0;2;731,775;7020,56
10;1;1;2;724,581;7022,13
10;1;2;2;717,709;7029,006
10;1;3;2;714,79;7050,245
10;1;4;2;716,549;7092,142
10;1;5;2;719,416;7141,275
10;1;0;3;731,68;6928,865
10;1;1;3;724,444;6932,064
10;1;2;3;717,446;6945,448
10;1;3;3;714,326;6981,66
10;1;4;3;715,782;7037,628
10;1;5;3;718,315;7090,717
10;1;0;4;727,557;6834,28
10;1;1;4;720,294;6836,037
10;1;2;4;713,252;6844,305
10;1;3;4;710,277;6871,363
10;1;4;4;712,468;6923,994
10;1;5;4;715,98;6981,677
10;1;0;5;724,702;6744,913
10;1;1;5;717,493;6745,657
10;1;2;5;710,61;6750,234
10;1;3;5;707,911;6770,118
10;1;4;5;710,334;6818,1
10;1;5;5;713,979;6876,85
10;1;0;6;724,432;6733,066
10;1;1;6;717,22;6733,138
10;1;2;6;710,317;6735,611
10;1;3;6;707,548;6751,425
10;1;4;6;709,858;6796,077
10;1;5;6;713,419;6854,367
10;1;0;7;724,404;6734,657
10;1;1;7;717,175;6734,783
10;1;2;7;710,249;6737,296
10;1;3;7;707,455;6753,087
10;1;4;7;709,746;6797,709
10;1;5;7;713,306;6856,01
10;1;0;8;724,395;6736,442
10;1;1;8;717,167;6736,57
10;1;2;8;710,24;6739,084
10;1;3;8;707,446;6754,878
10;1;4;8;709,737;6799,5
10;1;5;8;713,296;6857,802
10;2;0;0;736,738;7109,495
10;2;1;0;729,778;7113,262
10;2;2;0;724,648;7129,754
10;2;3;0;724,706;7167,142
10;2;4;0;727,369;7216,036
10;2;5;0;729,292;7256,975
10;2;0;1;731,99;7069,506
10;2;1;1;725,42;7073,46
10;2;2;1;721,337;7090,341
10;2;3;1;722,579;7128,148
10;2;4;1;725,89;7179,215
10;2;5;1;727,892;7224,817
10;2;0;2;731,238;7020,987
10;2;1;2;724,396;7024,141
10;2;2;2;719,526;7038,166
10;2;3;2;719,94;7073,157
10;2;4;2;723,411;7126,969
10;2;5;2;726,133;7177,974
10;2;0;3;731,148;6929,221
10;2;1;3;724,233;6935,5
10;2;2;3;719,168;6961,085
10;2;3;3;719,299;7013,225
10;2;4;3;722,347;7075,384
10;2;5;3;724,796;7129,393
10;2;0;4;727,027;6834,573
10;2;1;4;720,071;6838,312
10;2;2;4;715,022;6855,969
10;2;3;4;715,629;6900,548
10;2;4;4;719,707;6965,46
10;2;5;4;723,125;7024,228
10;2;0;5;724,22;6745,149
10;2;1;5;717,35;6747,004
10;2;2;5;712,536;6758,647
10;2;3;5;713,431;6796,131
10;2;4;5;717,693;6860,161
10;2;5;5;721,25;6921,153
10;2;0;6;723,78;6733,101
10;2;1;6;716,883;6733,888
10;2;2;6;712,008;6742,397
10;2;3;6;712,8;6775,748
10;2;4;6;716,975;6838,258
10;2;5;6;720,491;6899,919
10;2;0;7;723,812;6735,113
10;2;1;7;716,897;6735,986
10;2;2;7;712,016;6744,461
10;2;3;7;712,814;6777,655
10;2;4;7;717,006;6840,013
10;2;5;7;720,541;6901,559
10;2;0;8;723,745;6736,267
10;2;1;8;716,83;6737,142
10;2;2;8;711,949;6745,618
10;2;3;8;712,747;6778,811
10;2;4;8;716,939;6841,168
10;2;5;8;720,474;6902,711
10;3;0;0;736,129;7110,697
10;3;1;0;730,467;7120,234
10;3;2;0;728,683;7149,608
10;3;3;0;731,251;7195,684
10;3;4;0;734,095;7243,267
10;3;5;0;736,269;7277,347
10;3;0;1;731,615;7070,876
10;3;1;1;726,669;7080,664
10;3;2;1;726,126;7110,495
10;3;3;1;729,51;7158,232
10;3;4;1;732,548;7210,727
10;3;5;1;734,383;7250,456
10;3;0;2;730,766;7022,473
10;3;1;2;725,329;7030,262
10;3;2;2;723,846;7056,388
10;3;3;2;726,841;7104,908
10;3;4;2;730,528;7163,214
10;3;5;2;732,869;7209,392
10;3;0;3;730,639;6931,403
10;3;1;3;725,023;6946,572
10;3;2;3;723,248;6989,672
10;3;3;3;725,858;7051,115
10;3;4;3;729,096;7113,759
10;3;5;3;731,238;7164,644
10;3;0;4;726,553;6836,149
10;3;1;4;720,923;6846,026
10;3;2;4;719,4;6879,761
10;3;3;4;722,848;6939,949
10;3;4;4;727,139;7008,561
10;3;5;4;730,146;7062,549
10;3;0;5;723,7;6745,598
10;3;1;5;718,208;6751,537
10;3;2;5;716,958;6777,64
10;3;3;5;720,628;6834,19
10;3;4;5;725,075;6904,723
10;3;5;5;728,299;6962,114
10;3;0;6;723,249;6732,517
10;3;1;6;717,724;6736,655
10;3;2;6;716,414;6758,684
10;3;3;6;720,014;6812,319
10;3;4;6;724,391;6883,001
10;3;5;6;727,527;6941,941
10;3;0;7;723,198;6735,709
10;3;1;7;717,693;6739,752
10;3;2;7;716,404;6761,523
10;3;3;7;720,016;6814,89
10;3;4;7;724,389;6885,443
10;3;5;7;727,504;6944,372
10;3;0;8;723,276;6736,118
10;3;1;8;717,771;6740,161
10;3;2;8;716,482;6761,929
10;3;3;8;720,095;6815,294
10;3;4;8;724,468;6885,844
10;3;5;8;727,582;6944,773
10;4;0;0;736,375;7116,06
10;4;1;0;733,408;7135,767
10;4;2;0;735,064;7176,058
10;4;3;0;738,587;7222,944
10;4;4;0;741,434;7264,712
10;4;5;0;744,063;7290,068
10;4;0;1;732,204;7076,008
10;4;1;1;730,266;7096,157
10;4;2;1;732,919;7137,692
10;4;3;1;736,75;7188,821
10;4;4;1;739,362;7236,974
10;4;5;1;741,56;7267,4
10;4;0;2;731,147;7026,007
10;4;1;2;728,509;7042,37
10;4;2;2;730,392;7082,397
10;4;3;2;734,387;7139,116
10;4;4;2;737,689;7194,269
10;4;5;2;739,9;7232,778
10;4;0;3;730,894;6939,401
10;4;1;3;727,933;6969,438
10;4;2;3;729,473;7025,987
10;4;3;3;733,008;7088,99
10;4;4;3;735,927;7149,179
10;4;5;3;738,006;7191,667
10;4;0;4;726,724;6841,06
10;4;1;4;723,866;6862,936
10;4;2;4;725,961;6914,218
10;4;3;4;730,425;6982,478
10;4;4;4;734,321;7047,616
10;4;5;4;737,127;7093,46
10;4;0;5;724,045;6748,193
10;4;1;5;721,378;6763,989
10;4;2;5;723,719;6809,395
10;4;3;5;728,389;6878,002
10;4;4;5;732,511;6946,248
10;4;5;5;735,564;7000,011
10;4;0;6;723,619;6735,488
10;4;1;6;720,916;6748,137
10;4;2;6;723,162;6789,571
10;4;3;6;727,727;6857,127
10;4;4;6;731,644;6926,916
10;4;5;6;734,548;6983,606
10;4;0;7;723,569;6737,689
10;4;1;7;720,875;6750,091
10;4;2;7;723,106;6791,26
10;4;3;7;727,644;6858,704
10;4;4;7;731,526;6928,565
10;4;5;7;734,401;6985,418
10;4;0;8;723,452;6739,192
10;4;1;8;720,758;6751,592
10;4;2;8;722,989;6792,759
10;4;3;8;727,527;6860,202
10;4;4;8;731,408;6930,063
10;4;5;8;734,283;6986,918
10;5;0;0;738,378;7127,44
10;5;1;0;738,839;7157,576
10;5;2;0;742,604;7201,39
10;5;3;0;746,178;7244,351
10;5;4;0;749,277;7278,131
10;5;5;0;752,07;7296,251
10;5;0;1;735,013;7087,905
10;5;1;1;736,463;7118,845
10;5;2;1;740,674;7165,944
10;5;3;1;744,135;7215,193
10;5;4;1;746,81;7255,005
10;5;5;1;749,393;7277,026
10;5;0;2;733,764;7034,301
10;5;1;2;734,516;7061,884
10;5;2;2;738,331;7113,3
10;5;3;2;742,245;7170,597
10;5;4;2;745,154;7218,844
10;5;5;2;747,446;7249,623
10;5;0;3;732,928;6957,949
10;5;1;3;733,303;7001,939
10;5;2;3;736,772;7062,789
10;5;3;3;740,188;7124,425
10;5;4;3;742,879;7177,855
10;5;5;3;745,223;7208,77
10;5;0;4;728,875;6853,98
10;5;1;4;729,527;6891,212
10;5;2;4;733,718;6954,811
10;5;3;4;738,043;7023,213
10;5;4;4;741,662;7080,212
10;5;5;4;744,457;7118,085
10;5;0;5;726,078;6757,649
10;5;1;5;726,953;6788,806
10;5;2;5;731,377;6850,624
10;5;3;5;735,986;6920,881
10;5;4;5;739,767;6984,662
10;5;5;5;742,694;7036,668
10;5;0;6;725,743;6742,356
10;5;1;6;726,445;6769,838
10;5;2;6;730,719;6829,28
10;5;3;6;735,134;6900,194
10;5;4;6;738,645;6967,123
10;5;5;6;741,577;7023,086
10;5;0;7;725,674;6744,617
10;5;1;7;726,341;6771,936
10;5;2;7;730,582;6831,292
10;5;3;7;734,963;6902,299
10;5;4;7;738,428;6969,459
10;5;5;7;741,336;7025,579
10;5;0;8;725,673;6745,729
10;5;1;8;726,339;6773,047
10;5;2;8;730,58;6832,404
10;5;3;8;734,96;6903,411
10;5;4;8;738,425;6970,573
10;5;5;8;741,333;7026,694
10;6;0;0;743,335;7146,545
10;6;1;0;746,596;7181,319
10;6;2;0;750,984;7222,799
10;6;3;0;754,575;7259,9
10;6;4;0;757,821;7285,595
10;6;5;0;760,477;7299,106
10;6;0;1;740,54;7107,949
10;6;1;1;744,309;7144,859
10;6;2;1;748,674;7192,045
10;6;3;1;751,919;7235,617
10;6;4;1;754,881;7266,134
10;6;5;1;757,619;7281,571
10;6;0;2;739,262;7048,051
10;6;1;2;742,461;7086,696
10;6;2;2;746,712;7143,3
10;6;3;2;750,213;7195,71
10;6;4;2;752,908;7236,437
10;6;5;2;755,316;7260,526
10;6;0;3;737,929;6986,499
10;6;1;3;740,829;7036,456
10;6;2;3;744,648;7097,16
10;6;3;3;747,725;7155,262
10;6;4;3;750,551;7197,099
10;6;5;3;753,151;7218,513
10;6;0;4;733,968;6876,015
10;6;1;4;737,301;6926,207
10;6;2;4;741,883;6994,616
10;6;3;4;745,878;7057,309
10;6;4;4;749,318;7105,256
10;6;5;4;752,088;7137,727
10;6;0;5;731,346;6776,072
10;6;1;5;734,876;6823,109
10;6;2;5;739,74;6892,329
10;6;3;5;743,977;6958,507
10;6;4;5;747,346;7020,489
10;6;5;5;750,311;7068,953
10;6;0;6;730,455;6760,133
10;6;1;6;733,756;6804,652
10;6;2;6;738,583;6872,859
10;6;3;6;742,584;6941,198
10;6;4;6;745,818;7007,772
10;6;5;6;748,992;7059,841
10;6;0;7;730,477;6761,18
10;6;1;7;733,73;6805,715
10;6;2;7;738,527;6873,918
10;6;3;7;742,492;6942,338
10;6;4;7;745,722;7008,911
10;6;5;7;748,936;7060,809
10;6;0;8;730,315;6762,43
10;6;1;8;733,568;6806,966
10;6;2;8;738,364;6875,171
10;6;3;8;742,328;6943,59
10;6;4;8;745,559;7010,161
10;6;5;8;748,773;7062,056
10;7;0;0;751,117;7167,357
10;7;1;0;755,734;7200,313
10;7;2;0;760,039;7237,751
10;7;3;0;763,608;7268,278
10;7;4;0;766,626;7288,339
10;7;5;0;769,154;7299,124
10;7;0;1;748,705;7130,573
10;7;1;1;753,305;7168,091
10;7;2;1;757,382;7211,96
10;7;3;1;760,69;7247,564
10;7;4;1;763,76;7270,301
10;7;5;1;766,566;7281,273
10;7;0;2;747,487;7068,072
10;7;1;2;751,603;7113,986
10;7;2;2;755,594;7168,696
10;7;3;2;758,677;7214,598
10;7;4;2;761,28;7248,255
10;7;5;2;763,779;7267,127
10;7;0;3;745,555;7016,582
10;7;1;3;749,305;7067,303
10;7;2;3;752,704;7127,287
10;7;3;3;755,727;7176,612
10;7;4;3;758,723;7206,79
10;7;5;3;761,27;7223,671
10;7;0;4;742,193;6905,69
10;7;1;4;746,48;6962,991
10;7;2;4;750,647;7029,777
10;7;3;4;754,291;7084,236
10;7;4;4;757,508;7125,629
10;7;5;4;760,144;7154,458
10;7;0;5;739,3;6803,679
10;7;1;5;743,79;6861,034
10;7;2;5;748,352;6929,077
10;7;3;5;751,987;6992,782
10;7;4;5;755,028;7053,496
10;7;5;5;758,068;7094,781
10;7;0;6;737,766;6788,592
10;7;1;6;742,272;6844,041
10;7;2;6;746,877;6911,765
10;7;3;6;750,299;6979,248
10;7;4;6;753,488;7044,363
10;7;5;6;756,938;7087,446
10;7;0;7;737,425;6790,767
10;7;1;7;741,916;6846,032
10;7;2;7;746,549;6913,413
10;7;3;7;749,99;6980,823
10;7;4;7;753,234;7045,905
10;7;5;7;756,73;7089,043
10;7;0;8;737,465;6791,365
10;7;1;8;741,955;6846,628
10;7;2;8;746,589;6914,004
10;7;3;8;750,03;6981,412
10;7;4;8;753,275;7046,493
10;7;5;8;756,771;7089,631
10;8;0;0;761,079;7182,664
10;8;1;0;765,828;7212,554
10;8;2;0;769,732;7246,501
10;8;3;0;772,866;7272,247
10;8;4;0;775,466;7289,653
10;8;5;0;777,669;7300,484
10;8;0;1;758,433;7149,469
10;8;1;1;762,997;7184,897
10;8;2;1;766,824;7223,522
10;8;3;1;770,046;7252,082
10;8;4;1;773,007;7270,132
10;8;5;1;775,795;7280,255
10;8;0;2;757,391;7089,98
10;8;1;2;761,481;7136,909
10;8;2;2;764,958;7186,549
10;8;3;2;767,628;7226,796
10;8;4;2;770,155;7254,708
10;8;5;2;772,747;7268,805
10;8;0;3;755,115;7044,839
10;8;1;3;758,594;7095,805
10;8;2;3;761,65;7150,954
10;8;3;3;764,715;7188,785
10;8;4;3;767,588;7212,57
10;8;5;3;770,245;7227,108
10;8;0;4;752,081;6938,107
10;8;1;4;756,143;6996,646
10;8;2;4;759,674;7058,075
10;8;3;4;762,906;7105,591
10;8;4;4;765,85;7142,687
10;8;5;4;768,349;7167,394
10;8;0;5;749,394;6835,124
10;8;1;5;753,699;6895,177
10;8;2;5;757,604;6960,111
10;8;3;5;760,394;7025,06
10;8;4;5;763,287;7080,543
10;8;5;5;766,315;7112,885
10;8;0;6;746,884;6822,941
10;8;1;6;751,472;6880,301
10;8;2;6;755,338;6946,629
10;8;3;6;758,226;7015,73
10;8;4;6;761,549;7074,114
10;8;5;6;765,161;7106,494
10;8;0;7;746,357;6824,929
10;8;1;7;751,064;6881,501
10;8;2;7;754,983;6947,69
10;8;3;7;757,908;7016,961
10;8;4;7;761,264;7075,414
10;8;5;7;764,889;7107,752
10;8;0;8;746,455;6826,672
10;8;1;8;751,163;6883,235
10;8;2;8;755,083;6949,422
10;8;3;8;758,009;7018,694
10;8;4;8;761,365;7077,148
10;8;5;8;764,989;7109,487
10;9;0;0;772,533;7191,515
10;9;1;0;776,57;7221,265
10;9;2;0;779,618;7253,084
10;9;3;0;782,05;7276,562
10;9;4;0;784,104;7293,995
10;9;5;0;785,802;7307,343
10;9;0;1;769,474;7162,939
10;9;1;1;773,588;7196,389
10;9;2;1;776,881;7230,735
10;9;3;1;779,726;7255,391
10;9;4;1;782,413;7272,6
10;9;5;1;784,595;7285,434
10;9;0;2;768,289;7110,904
10;9;1;2;771,867;7155,349
10;9;2;2;774,548;7201,361
10;9;3;2;776,826;7237,042
10;9;4;2;779,306;7259,439
10;9;5;2;781,689;7270,691
10;9;0;3;765,282;7068,114
10;9;1;3;768,344;7117,269
