"t";"iL";"iG";"iSd";"slope";"intercept"
10;9;2;3;771,117;7164,096
10;9;3;3;773,984;7194,41
10;9;4;3;776,781;7215,422
10;9;5;3;779,244;7229,624
10;9;0;4;762,999;6966,887
10;9;1;4;766,385;7022,953
10;9;2;4;769,146;7078,579
10;9;3;4;771,934;7121,483
10;9;4;4;774,54;7154,828
10;9;5;4;777,024;7175,247
10;9;0;5;760,868;6865,676
10;9;1;5;764,528;6923,813
10;9;2;5;767,25;6989,818
10;9;3;5;769,381;7054,11
10;9;4;5;772,197;7100,555
10;9;5;5;775,242;7124,716
10;9;0;6;757,309;6853,486
10;9;1;6;761,015;6911,328
10;9;2;6;763,88;6980,622
10;9;3;6;766,394;7048,617
10;9;4;6;769,787;7096,14
10;9;5;6;773,51;7117,991
10;9;0;7;756,822;6856,747
10;9;1;7;760,793;6913,076
10;9;2;7;763,676;6982,482
10;9;3;7;766,219;7050,426
10;9;4;7;769,642;7097,751
10;9;5;7;773,417;7119,231
10;9;0;8;756,802;6857,765
10;9;1;8;760,777;6914,071
10;9;2;8;763,66;6983,477
10;9;3;8;766,203;7051,42
10;9;4;8;769,626;7098,743
10;9;5;8;773,401;7120,221
10;10;0;0;783,88;7200,097
10;10;1;0;786,755;7230,863
10;10;2;0;788,918;7260,515
10;10;3;0;790,828;7282,697
10;10;4;0;792,566;7300,404
10;10;5;0;794,081;7313,933
10;10;0;1;780,92;7172,762
10;10;1;1;784,085;7206,109
10;10;2;1;786,701;7237,742
10;10;3;1;789,106;7260,978
10;10;4;1;791,046;7279,722
10;10;5;1;792,342;7294,168
10;10;0;2;779,397;7128,122
10;10;1;2;782,044;7170,825
10;10;2;2;783,91;7214,264
10;10;3;2;786,018;7244,175
10;10;4;2;788,213;7262,367
10;10;5;2;790,033;7273,66
10;10;0;3;776,488;7085,628
10;10;1;3;778,766;7132,473
10;10;2;3;781,018;7172,906
10;10;3;3;783,594;7199,771
10;10;4;3;785,797;7221,072
10;10;5;3;787,455;7237,044
10;10;0;4;774,808;6990,792
10;10;1;4;777,135;7043,987
10;10;2;4;779,114;7095,381
10;10;3;4;781,37;7135,294
10;10;4;4;783,645;7164,995
10;10;5;4;785,914;7182,64
10;10;0;5;773,185;6890,215
10;10;1;5;775,755;6947,777
10;10;2;5;777,076;7017,401
10;10;3;5;778,905;7075,618
10;10;4;5;781,472;7113,566
10;10;5;5;784,455;7131,158
10;10;0;6;768,513;6880,753
10;10;1;6;771,198;6940,767
10;10;2;6;773,05;7013,477
10;10;3;6;775,183;7074,756
10;10;4;6;778,581;7110,357
10;10;5;6;782,421;7121,821
10;10;0;7;767,824;6884,733
10;10;1;7;770,571;6944,324
10;10;2;7;772,374;7017,48
10;10;3;7;774,639;7078,211
10;10;4;7;778,209;7113,022
10;10;5;7;782,157;7123,815
10;10;0;8;767,807;6885,328
10;10;1;8;770,556;6944,909
10;10;2;8;772,357;7018,072
10;10;3;8;774,624;7078,794
10;10;4;8;778,196;7113,597
10;10;5;8;782,144;7124,386
10;11;0;0;794,879;7210,195
10;11;1;0;797,015;7238,701
10;11;2;0;798,806;7265,128
10;11;3;0;800,554;7285,74
10;11;4;0;802,156;7301,925
10;11;5;0;803,679;7311,438
10;11;0;1;792,07;7184,564
10;11;1;1;794,387;7217,15
10;11;2;1;796,532;7245,819
10;11;3;1;798,3;7267,996
10;11;4;1;799,697;7284,844
10;11;5;1;800,971;7294,832
10;11;0;2;790,928;7142,721
10;11;1;2;792,602;7184,58
10;11;2;2;794,065;7222,973
10;11;3;2;795,913;7247,202
10;11;4;2;797,68;7262,675
10;11;5;2;799,359;7270,6
10;11;0;3;788,171;7099,121
10;11;1;3;789,677;7142,434
10;11;2;3;791,399;7178,337
10;11;3;3;793,096;7205,426
10;11;4;3;794,422;7227,915
10;11;5;3;795,689;7243,487
10;11;0;4;786,562;7010,899
10;11;1;4;787,986;7061,038
10;11;2;4;789,405;7108,411
10;11;3;4;791,01;7145,953
10;11;4;4;792,765;7172,615
10;11;5;4;794,467;7188,822
10;11;0;5;785,824;6912,762
10;11;1;5;787,074;6972,742
10;11;2;5;787,407;7041,243
10;11;3;5;788,494;7093,5
10;11;4;5;790,571;7124,418
10;11;5;5;793,211;7136,818
10;11;0;6;779,936;6906,509
10;11;1;6;781,861;6968,347
10;11;2;6;782,424;7041,208
10;11;3;6;783,922;7094,102
10;11;4;6;787,318;7118,085
10;11;5;6;791,256;7120,852
10;11;0;7;778,496;6912,403
10;11;1;7;779,836;6977,815
10;11;2;7;780,634;7050,003
10;11;3;7;783,017;7098,738
10;11;4;7;786,774;7120,829
10;11;5;7;790,863;7122,439
10;11;0;8;778,528;6913,219
10;11;1;8;779,857;6978,689
10;11;2;8;780,659;7050,865
10;11;3;8;783,055;7099,538
10;11;4;8;786,816;7121,608
10;11;5;8;790,906;7123,211
10;12;0;0;806,637;7214,819
10;12;1;0;808,341;7240,874
10;12;2;0;809,677;7266,36
10;12;3;0;810,893;7286,147
10;12;4;0;811,969;7300,203
10;12;5;0;813,047;7308,673
10;12;0;1;803,506;7194,896
10;12;1;1;805,36;7224,12
10;12;2;1;806,842;7249,99
10;12;3;1;808,023;7269,455
10;12;4;1;809,058;7283,309
10;12;5;1;810,15;7292,259
10;12;0;2;802,642;7154,687
10;12;1;2;803,757;7193,352
10;12;2;2;804,948;7225,029
10;12;3;2;806,419;7244,566
10;12;4;2;807,914;7256,238
10;12;5;2;809,351;7262,828
10;12;0;3;799,923;7111,287
10;12;1;3;800,907;7149,309
10;12;2;3;801,857;7182,593
10;12;3;3;802,694;7210,171
10;12;4;3;803,61;7231,421
10;12;5;3;804,641;7245,113
10;12;0;4;798,782;7028,023
10;12;1;4;799,454;7075,227
10;12;2;4;800,122;7119,841
10;12;3;4;801,046;7153,972
10;12;4;4;802,15;7177,867
10;12;5;4;803,519;7191,981
10;12;0;5;798,234;6939,232
10;12;1;5;797,96;7000,878
10;12;2;5;797,219;7065,285
10;12;3;5;797,791;7109,098
10;12;4;5;799,545;7132,063
10;12;5;5;802,053;7140,814
10;12;0;6;793,398;6922,689
10;12;1;6;792,755;6993,155
10;12;2;6;791,823;7063,269
10;12;3;6;792,948;7106,179
10;12;4;6;796,295;7120,05
10;12;5;6;800,254;7118,464
10;12;0;7;788,498;6944,277
10;12;1;7;788,76;7010,921
10;12;2;7;789,098;7075,383
10;12;3;7;791,748;7110,906
10;12;4;7;795,591;7122,048
10;12;5;7;799,74;7118,8
10;12;0;8;788,458;6946,303
10;12;1;8;788,721;7012,957
10;12;2;8;789,079;7077,327
10;12;3;8;791,752;7112,736
10;12;4;8;795,602;7123,845
10;12;5;8;799,752;7120,583
10;13;0;0;818,83;7219,317
10;13;1;0;818,864;7250,89
10;13;2;0;819,316;7275,737
10;13;3;0;819,892;7293,78
10;13;4;0;820,678;7306,456
10;13;5;0;821,604;7315,323
10;13;0;1;816,12;7197,039
10;13;1;1;816,052;7230,287
10;13;2;1;816,544;7255,263
10;13;3;1;817,307;7273,013
10;13;4;1;818,379;7285,758
10;13;5;1;819,63;7294,934
10;13;0;2;814,232;7167,95
10;13;1;2;814,628;7202,997
10;13;2;2;815,493;7227,572
10;13;3;2;816,488;7243,195
10;13;4;2;817,329;7255,21
10;13;5;2;818,002;7265,134
10;13;0;3;815,633;7098,864
10;13;1;3;813,845;7143,981
10;13;2;3;812,499;7185,339
10;13;3;3;812,062;7216,183
10;13;4;3;812,574;7235,027
10;13;5;3;813,304;7246,415
10;13;0;4;815,1;7021,901
10;13;1;4;812,687;7077,98
10;13;2;4;811,031;7127,763
10;13;3;4;811,088;7159,659
10;13;4;4;812,03;7179,934
10;13;5;4;813,35;7192,01
10;13;0;5;808,34;6975,719
10;13;1;5;806,719;7037,348
10;13;2;5;806,476;7087,42
10;13;3;5;807,502;7117,825
10;13;4;5;809,304;7135,364
10;13;5;5;811,816;7142,849
10;13;0;6;805,401;6946,091
10;13;1;6;802,604;7020,113
10;13;2;6;801,947;7077,331
10;13;3;6;803,396;7107,397
10;13;4;6;806,447;7116,513
10;13;5;6;810,159;7114,834
10;13;0;7;799,897;6967,256
10;13;1;7;798,227;7036,907
10;13;2;7;798,276;7091,864
10;13;3;7;800,989;7115,863
10;13;4;7;804,558;7121,489
10;13;5;7;808,505;7117,009
10;13;0;8;799,166;6971,534
10;13;1;8;798,107;7037,826
10;13;2;8;798,169;7092,741
10;13;3;8;800,9;7116,644
10;13;4;8;804,476;7122,224
10;13;5;8;808,426;7117,709
10;14;0;0;831,71;7221,334
10;14;1;0;830,394;7254,554
10;14;2;0;829,634;7281,028
10;14;3;0;829,295;7300,765
10;14;4;0;829,16;7315,491
10;14;5;0;828,953;7327,355
10;14;0;1;828,382;7201,031
10;14;1;1;827,14;7235,623
10;14;2;1;826,619;7262,891
10;14;3;1;826,677;7282,409
10;14;4;1;826,904;7296,812
10;14;5;1;826,949;7307,67
10;14;0;2;825,778;7179,889
10;14;1;2;824,91;7212,428
10;14;2;2;824,577;7235,718
10;14;3;2;824,628;7252,462
10;14;4;2;824,68;7266,627
10;14;5;2;824,736;7278,523
10;14;0;3;824,436;7122,778
10;14;1;3;822,716;7162,999
10;14;2;3;821,321;7199,391
10;14;3;3;820,584;7226,472
10;14;4;3;820,871;7242,402
10;14;5;3;821,733;7251,122
10;14;0;4;826,062;7046,793
10;14;1;4;823,743;7094,419
10;14;2;4;822,114;7135,321
10;14;3;4;821,22;7166,956
10;14;4;4;821,493;7186,806
10;14;5;4;822,127;7199,585
10;14;0;5;823,411;6985,183
10;14;1;5;820,433;7042,753
10;14;2;5;818,434;7090,953
10;14;3;5;818,254;7122,051
10;14;4;5;819,508;7139,195
10;14;5;5;821,227;7147,644
10;14;0;6;823,259;6947,034
10;14;1;6;819,378;7009,512
10;14;2;6;816,505;7065,046
10;14;3;6;815,33;7100,942
10;14;4;6;816,976;7113,85
10;14;5;6;819,907;7114,192
10;14;0;7;815,324;6968,201
10;14;1;7;811,618;7037,86
10;14;2;7;809,386;7093,313
10;14;3;7;810,882;7114,601
10;14;4;7;813,671;7120,102
10;14;5;7;817,62;7113,809
10;14;0;8;809,855;6996,136
10;14;1;8;808,266;7056,682
10;14;2;8;808,789;7097,381
10;14;3;8;810,79;7115,93
10;14;4;8;813,59;7121,357
10;14;5;8;817,554;7114,967
10;15;0;0;841,673;7243,543
10;15;1;0;840,47;7268,39
10;15;2;0;839,579;7287,905
10;15;3;0;838,909;7302,941
10;15;4;0;838,317;7315,074
10;15;5;0;837,748;7325,565
10;15;0;1;840,157;7215,263
10;15;1;1;838,962;7241,162
10;15;2;1;838,076;7261,247
10;15;3;1;837,265;7277,899
10;15;4;1;836,554;7291,237
10;15;5;1;835,974;7301,882
10;15;0;2;840,004;7173,488
10;15;1;2;838,658;7197,906
10;15;2;2;837,481;7220,1
10;15;3;2;836,46;7240,268
10;15;4;2;835,574;7258,731
10;15;5;2;834,857;7275,399
10;15;0;3;836,114;7132,617
10;15;1;3;834,127;7167,893
10;15;2;3;832,578;7198,803
10;15;3;3;831,582;7222,896
10;15;4;3;830,998;7241,789
10;15;5;3;830,654;7257,316
10;15;0;4;833,823;7088,424
10;15;1;4;832,179;7123,792
10;15;2;4;830,805;7154,787
10;15;3;4;829,648;7181,533
10;15;4;4;828,919;7202,437
10;15;5;4;829,193;7214,375
10;15;0;5;839,005;7010,049
10;15;1;5;837,074;7038,327
10;15;2;5;834,928;7073,201
10;15;3;5;833,16;7103,89
10;15;4;5;831,769;7128,762
10;15;5;5;831,396;7144,428
10;15;0;6;830,742;6989,929
10;15;1;6;827,858;7039,891
10;15;2;6;825,901;7080,116
10;15;3;6;825,272;7106,399
10;15;4;6;826,419;7119,036
10;15;5;6;829,203;7118,533
10;15;0;7;827,146;6989,699
10;15;1;7;824,002;7042,153
10;15;2;7;821,79;7084,876
10;15;3;7;821,116;7111,747
10;15;4;7;823,64;7116,155
10;15;5;7;827,608;7108,002
10;15;0;8;827,651;6984,769
10;15;1;8;824,545;7038,596
10;15;2;8;822,351;7081,381
10;15;3;8;821,203;7111,262
10;15;4;8;823,448;7117,251
10;15;5;8;827,434;7108,981
10;16;0;0;850,935;7264,345
10;16;1;0;850,088;7278,346
10;16;2;0;849,381;7290,346
10;16;3;0;848,744;7300,965
10;16;4;0;848,141;7310,625
10;16;5;0;847,604;7318,896
10;16;0;1;848,808;7236,858
10;16;1;1;847,961;7251,206
10;16;2;1;847,062;7265,677
10;16;3;1;846,25;7278,763
10;16;4;1;845,555;7290,262
10;16;5;1;844,938;7300,53
10;16;0;2;850,264;7189,884
10;16;1;2;849,043;7208,332
10;16;2;2;847,806;7228,197
10;16;3;2;846,714;7246,621
10;16;4;2;845,769;7262,988
10;16;5;2;845,039;7275,46
10;16;0;3;848,456;7152,825
10;16;1;3;846,991;7174,457
10;16;2;3;845,607;7196,821
10;16;3;3;844,524;7215,816
10;16;4;3;843,648;7231,468
10;16;5;3;842,897;7244,842
10;16;0;4;845,559;7107,969
10;16;1;4;844,179;7130,145
10;16;2;4;842,703;7154,269
10;16;3;4;841,361;7176,689
10;16;4;4;840,249;7196,145
10;16;5;4;839,349;7212,142
10;16;0;5;844,151;7059,373
10;16;1;5;843,219;7072,955
10;16;2;5;841,49;7099,639
10;16;3;5;839,932;7124,688
10;16;4;5;838,599;7147,39
10;16;5;5;838,893;7158,718
10;16;0;6;841,991;7017,318
10;16;1;6;839,887;7049,473
10;16;2;6;838,057;7079,76
10;16;3;6;836,642;7105,754
10;16;4;6;836,237;7123,866
10;16;5;6;838,138;7125,554
10;16;0;7;837,771;7009,294
10;16;1;7;835,36;7048,078
10;16;2;7;833,512;7080,501
10;16;3;7;832,525;7103,417
10;16;4;7;833,375;7111,702
10;16;5;7;836,571;7103,592
10;16;0;8;828,95;7049,11
10;16;1;8;829,258;7078,182
10;16;2;8;830,108;7098,291
10;16;3;8;831,261;7110,636
10;16;4;8;833,209;7113,639
10;16;5;8;836,628;7104,537
10;17;0;0;861,046;7291,683
10;17;1;0;860,836;7294,482
10;17;2;0;860,441;7299,922
10;17;3;0;859,999;7306,058
10;17;4;0;859,563;7312,199
10;17;5;0;859,214;7317,049
10;17;0;1;858,065;7253,657
10;17;1;1;857,34;7263,805
10;17;2;1;856,56;7275,064
10;17;3;1;855,869;7285,236
10;17;4;1;855,287;7293,916
10;17;5;1;854,836;7300,572
10;17;0;2;859,203;7228,831
10;17;1;2;858,581;7237,271
10;17;2;2;857,816;7248,161
10;17;3;2;857,164;7257,594
10;17;4;2;856,675;7264,721
10;17;5;2;856,364;7269,133
10;17;0;3;855,043;7186,322
10;17;1;3;853,924;7203,192
10;17;2;3;852,963;7218,169
10;17;3;3;852,145;7231,01
10;17;4;3;851,416;7242,17
10;17;5;3;850,807;7251,282
10;17;0;4;856,359;7140,669
10;17;1;4;855,685;7149,682
10;17;2;4;854,624;7164,555
10;17;3;4;853,618;7179,165
10;17;4;4;852,766;7191,623
10;17;5;4;852,079;7201,896
10;17;0;5;855,828;7097,222
10;17;1;5;855,559;7100,661
10;17;2;5;854,676;7112,513
10;17;3;5;853,597;7127,775
10;17;4;5;852,533;7143,444
10;17;5;5;851,614;7157,353
10;17;0;6;849,789;7048,962
10;17;1;6;848,138;7073,833
10;17;2;6;846,586;7098,42
10;17;3;6;845,302;7120,019
10;17;4;6;845,14;7133,066
10;17;5;6;846,606;7134,583
10;17;0;7;849,979;7028,4
10;17;1;7;848,48;7049,469
10;17;2;7;847,037;7070,44
10;17;3;7;845,801;7088,788
10;17;4;7;845,327;7101,689
10;17;5;7;846,8;7101,493
10;17;0;8;842,603;7044,461
10;17;1;8;840,903;7073,947
10;17;2;8;839,506;7098,144
10;17;3;8;838,771;7115,552
10;17;4;8;840,876;7115,531
10;17;5;8;844,386;7107,119
10;18;0;0;865,459;7324,696
10;18;1;0;865,341;7326,24
10;18;2;0;865,068;7329,885
10;18;3;0;864,781;7333,721
10;18;4;0;864,547;7336,842
10;18;5;0;864,384;7338,985
10;18;0;1;864,62;7295,709
10;18;1;1;864,453;7297,856
10;18;2;1;864,087;7302,749
10;18;3;1;863,752;7307,299
10;18;4;1;863,486;7310,947
10;18;5;1;863,309;7313,328
10;18;0;2;861,569;7261,4
10;18;1;2;861,022;7269,252
10;18;2;2;860,638;7274,663
10;18;3;2;860,332;7278,902
10;18;4;2;860,041;7282,902
10;18;5;2;859,763;7286,738
10;18;0;3;862,048;7219,692
10;18;1;3;861,459;7227,879
10;18;2;3;860,839;7236,643
10;18;3;3;860,288;7244,349
10;18;4;3;859,845;7250,499
10;18;5;3;859,523;7254,96
10;18;0;4;861,302;7190,782
10;18;1;4;861,302;7190,782
10;18;2;4;861,119;7193,189
10;18;3;4;860,556;7200,806
10;18;4;4;859,996;7208,491
10;18;5;4;859,497;7215,573
10;18;0;5;859,38;7143,308
10;18;1;5;859,375;7143,371
10;18;2;5;859,046;7147,776
10;18;3;5;858,171;7160,071
10;18;4;5;857,25;7173,316
10;18;5;5;856,535;7184,996
10;18;0;6;860,252;7095,809
10;18;1;6;859,873;7100,682
10;18;2;6;859,143;7110,447
10;18;3;6;858,227;7123,381
10;18;4;6;857,341;7136,274
10;18;5;6;857,16;7143,934
10;18;0;7;858,74;7067,966
10;18;1;7;857,997;7077,759
10;18;2;7;857,076;7090,207
10;18;3;7;856,165;7102,908
10;18;4;7;855,67;7112,462
10;18;5;7;856,012;7115,861
10;18;0;8;856,29;7043,576
10;18;1;8;854,955;7062,663
10;18;2;8;853,639;7081,952
10;18;3;8;852,447;7100,37
10;18;4;8;852,139;7112,238
10;18;5;8;852,927;7115,869
10;19;0;0;869,114;7367,423
10;19;1;0;869,114;7367,423
10;19;2;0;869,087;7367,757
10;19;3;0;869,016;7368,673
10;19;4;0;868,964;7369,337
10;19;5;0;868,968;7369,287
10;19;0;1;867,908;7328,564
10;19;1;1;867,753;7330,572
10;19;2;1;867,575;7332,917
10;19;3;1;867,44;7334,69
10;19;4;1;867,335;7336,064
10;19;5;1;867,267;7336,943
10;19;0;2;867,49;7292,541
10;19;1;2;867,305;7294,969
10;19;2;2;867,084;7297,883
10;19;3;2;866,817;7301,448
10;19;4;2;866,61;7304,233
10;19;5;2;866,505;7305,644
10;19;0;3;868,002;7262,47
10;19;1;3;867,952;7263,116
10;19;2;3;867,733;7265,983
10;19;3;3;867,499;7269,047
10;19;4;3;867,27;7272,078
10;19;5;3;867,089;7274,507
10;19;0;4;866,101;7211,747
10;19;1;4;866,101;7211,747
10;19;2;4;865,758;7216,259
10;19;3;4;865,286;7222,609
10;19;4;4;864,828;7228,926
10;19;5;4;864,531;7233,078
10;19;0;5;867,969;7192,378
10;19;1;5;867,969;7192,378
10;19;2;5;867,969;7192,378
10;19;3;5;867,842;7194
10;19;4;5;867,462;7198,986
10;19;5;5;866,97;7205,663
10;19;0;6;866,549;7135,692
10;19;1;6;866,368;7137,984
10;19;2;6;866,086;7141,628
10;19;3;6;865,537;7149,035
10;19;4;6;864,968;7156,994
10;19;5;6;864,6;7162,18
10;19;0;7;867,016;7094,792
10;19;1;7;866,551;7100,827
10;19;2;7;865,964;7108,585
10;19;3;7;865,334;7117,183
10;19;4;7;864,785;7124,939
10;19;5;7;864,463;7129,756
10;19;0;8;866,394;7067,079
10;19;1;8;865,471;7079,586
10;19;2;8;864,489;7093,234
10;19;3;8;863,554;7106,759
10;19;4;8;862,784;7118,441
10;19;5;8;862,316;7125,993
10;20;0;0;871,25;7394,399
10;20;1;0;871,25;7394,399
10;20;2;0;871,25;7394,399
10;20;3;0;871,25;7394,399
10;20;4;0;871,25;7394,399
10;20;5;0;871,25;7394,399
10;20;0;1;871,107;7356,997
10;20;1;1;871,105;7357,029
10;20;2;1;871,069;7357,479
10;20;3;1;871,046;7357,773
10;20;4;1;871,041;7357,834
10;20;5;1;871,055;7357,651
10;20;0;2;871,545;7321,048
10;20;1;2;871,459;7322,15
10;20;2;2;871,353;7323,518
10;20;3;2;871,305;7324,146
10;20;4;2;871,314;7324,035
10;20;5;2;871,369;7323,323
10;20;0;3;870,999;7281,439
10;20;1;3;870,87;7283,105
10;20;2;3;870,711;7285,163
10;20;3;3;870,569;7287,016
10;20;4;3;870,536;7287,452
10;20;5;3;870,609;7286,473
10;20;0;4;871,75;7258,459
10;20;1;4;871,75;7258,459
10;20;2;4;871,75;7258,459
10;20;3;4;871,724;7258,785
10;20;4;4;871,716;7258,89
10;20;5;4;871,743;7258,543
10;20;0;5;871,089;7202,525
10;20;1;5;871,005;7203,637
10;20;2;5;870,405;7211,628
10;20;3;5;869,9;7218,425
10;20;4;5;869,646;7221,874
10;20;5;5;869,666;7221,563
10;20;0;6;872,066;7164,475
10;20;1;6;871,933;7166,166
10;20;2;6;871,696;7169,25
10;20;3;6;871,486;7172,026
10;20;4;6;871,427;7172,812
10;20;5;6;871,491;7171,964
10;20;0;7;873,47;7128,763
10;20;1;7;873,321;7130,652
10;20;2;7;873,094;7133,588
10;20;3;7;872,892;7136,262
10;20;4;7;872,881;7136,433
10;20;5;7;873,048;7134,261
10;20;0;8;871,518;7094,511
10;20;1;8;870,673;7106,031
10;20;2;8;869,86;7117,502
10;20;3;8;869,27;7126,104
10;20;4;8;869,117;7128,473
10;20;5;8;869,346;7125,321
11;0;0;0;764,068;7101,903
11;0;1;0;758,378;7103,185
11;0;2;0;752,768;7107,766
11;0;3;0;749,109;7120,384
11;0;4;0;748,641;7145,315
11;0;5;0;750,167;7176,369
11;0;0;1;759,25;7060,94
11;0;1;1;753,72;7062,343
11;0;2;1;748,602;7067,269
11;0;3;1;745,903;7080,424
11;0;4;1;746,414;7105,481
11;0;5;1;748,44;7136,173
11;0;0;2;758,568;7014,894
11;0;1;2;752,924;7015,919
11;0;2;2;747,445;7019,559
11;0;3;2;743,997;7029,575
11;0;4;2;743,7;7050,19
11;0;5;2;745,541;7079,242
11;0;0;3;758,988;6928,708
11;0;1;3;753,316;6931,188
11;0;2;3;747,761;6939,802
11;0;3;3;744,19;6962,012
11;0;4;3;743,749;7000,488
11;0;5;3;745,278;7040,241
11;0;0;4;756,305;6872,347
11;0;1;4;750,573;6873,539
11;0;2;4;744,842;6877,964
11;0;3;4;740,98;6890,999
11;0;4;4;740,507;6919,013
11;0;5;4;742,619;6956,447
11;0;0;5;752,392;6765,348
11;0;1;5;746,726;6766,504
11;0;2;5;741,198;6770,783
11;0;3;5;737,755;6783,417
11;0;4;5;737,776;6811,183
11;0;5;5;740,202;6849,99
11;0;0;6;751,24;6721,19
11;0;1;6;745,577;6721,349
11;0;2;6;740,056;6722,411
11;0;3;6;736,609;6727,964
11;0;4;6;736,58;6746,753
11;0;5;6;738,922;6780,796
11;0;0;7;751,258;6719,861
11;0;1;7;745,592;6719,859
11;0;2;7;740,064;6720,393
11;0;3;7;736,591;6724,738
11;0;4;7;736,501;6741,882
11;0;5;7;738,778;6774,929
11;0;0;8;751,291;6720,763
11;0;1;8;745,626;6720,76
11;0;2;8;740,097;6721,287
11;0;3;8;736,624;6725,619
11;0;4;8;736,533;6742,743
11;0;5;8;738,809;6775,779
11;1;0;0;763,664;7101,958
11;1;1;0;758,111;7104,101
11;1;2;0;753,493;7113,094
11;1;3;0;752,344;7135,904
11;1;4;0;754,398;7171,628
11;1;5;0;756,519;7207,827
11;1;0;1;758,933;7061,149
11;1;1;1;753,632;7063,465
11;1;2;1;749,791;7072,922
11;1;3;1;749,793;7096,101
11;1;4;1;752,621;7131,656
11;1;5;1;755,225;7168,541
11;1;0;2;758,178;7015,026
11;1;1;2;752,696;7016,746
11;1;2;2;748,264;7023,897
11;1;3;2;747,337;7042,566
11;1;4;2;749,715;7075,292
11;1;5;2;752,678;7114,818
11;1;0;3;758,644;6929,038
11;1;1;3;753,119;6933,09
11;1;2;3;748,578;6949,209
11;1;3;3;747,491;6985,934
11;1;4;3;749,537;7034,161
11;1;5;3;751,954;7076,066
11;1;0;4;755,971;6872,412
11;1;1;4;750,357;6874,485
11;1;2;4;745,569;6883,617
11;1;3;4;744,308;6908,643
11;1;4;4;746,851;6951,12
11;1;5;4;750,215;6996,676
11;1;0;5;751,966;6765,605
11;1;1;5;746,461;6767,556
11;1;2;5;742,01;6776,346
11;1;3;5;741,297;6800,995
11;1;4;5;744,287;6844,707
11;1;5;5;747,876;6893,503
11;1;0;6;750,942;6721,564
11;1;1;6;745,42;6721,974
11;1;2;6;740,946;6725,387
11;1;3;6;740,186;6740,458
11;1;4;6;743,101;6776,824
11;1;5;6;746,639;6824,644
11;1;0;7;750,947;6719,013
11;1;1;7;745,423;6719,188
11;1;2;7;740,936;6721,729
11;1;3;7;740,13;6735,138
11;1;4;7;742,975;6770,079
11;1;5;7;746,476;6817,577
11;1;0;8;750,858;6720,532
11;1;1;8;745,334;6720,705
11;1;2;8;740,848;6723,237
11;1;3;8;740,041;6736,629
11;1;4;8;742,886;6771,554
11;1;5;8;746,386;6819,049
11;2;0;0;763,249;7103,087
11;2;1;0;758,652;7109,54
11;2;2;0;756,799;7129,623
11;2;3;0;758,677;7164,148
11;2;4;0;761,395;7203,989
11;2;5;0;762,833;7239,322
11;2;0;1;758,777;7061,903
11;2;1;1;754,755;7068,716
11;2;2;1;754,041;7089,244
11;2;3;1;756,823;7123,845
11;2;4;1;760,049;7164,769
11;2;5;1;761,808;7203,366
11;2;0;2;757,94;7016,011
11;2;1;2;753,501;7021,034
11;2;2;2;751,887;7037,226
11;2;3;2;753,985;7068,337
11;2;4;2;757,426;7111,621
11;2;5;2;759,928;7154,831
11;2;0;3;758,43;6930,827
11;2;1;3;753,89;6942,509
11;2;2;3;752,114;6975,701
11;2;3;3;753,943;7024,618
11;2;4;3;756,81;7072,541
11;2;5;3;758,886;7114,785
11;2;0;4;755,469;6873,902
11;2;1;4;750,745;6880,399
11;2;2;4;748,74;6902,084
11;2;3;4;750,909;6942,803
11;2;4;4;754,747;6993,58
11;2;5;4;757,753;7040,747
11;2;0;5;751,733;6766,552
11;2;1;5;747,26;6772,795
11;2;2;5;745,78;6794,113
11;2;3;5;748,445;6835,754
11;2;4;5;752,573;6889,926
11;2;5;5;755,742;6939,566
11;2;0;6;750,63;6721,317
11;2;1;6;746,124;6723,658
11;2;2;6;744,613;6735,845
11;2;3;6;747,235;6768,745
11;2;4;6;751,336;6820,769
11;2;5;6;754,489;6872,006
11;2;0;7;750,447;6719,24
11;2;1;7;745,939;6721,009
11;2;2;7;744,392;6731,673
11;2;3;7;746,941;6762,897
11;2;4;7;750,978;6814,258
11;2;5;7;754,099;6865,521
11;2;0;8;750,402;6720,899
11;2;1;8;745,895;6722,664
11;2;2;8;744,348;6733,313
11;2;3;8;746,895;6764,519
11;2;4;8;750,931;6815,869
11;2;5;8;754,051;6867,126
11;3;0;0;763,749;7108,518
11;3;1;0;761,635;7124,869
11;3;2;0;763,136;7157,083
11;3;3;0;766,218;7195,64
11;3;4;0;768,292;7233,695
11;3;5;0;769,548;7265,367
11;3;0;1;759,728;7067,412
11;3;1;1;758,626;7084,175
11;3;2;1;761,122;7116,629
11;3;3;1;764,659;7156,511
11;3;4;1;766,985;7198,543
11;3;5;1;768,08;7234,808
11;3;0;2;758,662;7019,582
11;3;1;2;756,83;7032,182
11;3;2;2;758,472;7060,696
11;3;3;2;761,861;7103,055
11;3;4;2;764,918;7150,571
11;3;5;2;766,744;7190,374
11;3;0;3;758,866;6940,365
11;3;1;3;756,839;6967,836
11;3;2;3;758,27;7015,375
11;3;3;3;761,227;7064,196
11;3;4;3;763,743;7110,797
11;3;5;3;765,387;7153,947
11;3;0;4;755,907;6878,873
11;3;1;4;753,656;6896,275
11;3;2;4;755,269;6934,101
11;3;3;4;759,077;6984,354
11;3;4;4;762,501;7037,184
11;3;5;4;764,909;7082,806
11;3;0;5;752,353;6771,512
11;3;1;5;750,545;6788,634
