meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
1745,4;70;13801,1;58;89;0,231328;34,49;0,834787;11;0,0794539;89,32;5;12707,7;186;0,696121;0,0395163
