meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
1446.87;509.931;13939.2;93.7855;90.0809;0.232111;34.11;0.345096;10.8894;0.0912895;68.33;0.876805;12348.5;135.443;0.881591;0.0055398
