epoch;t;section;numPigs;weight;growth;sd;opt;totalCull;cycleNum;truckNum
107;3;0;360;46;6.72;3.9;0;0;11;0
107;5;1;360;59.6;6.24;4.95;0;0;11;0
107;7;2;360;71.6;6.28;6.05;0;0;11;0
108;4;0;360;52.8;6.64;4.4;0;360;11;2
108;6;1;360;65.6;6.24;5.45;0;360;11;2
108;8;2;360;77.8;6.32;6.65;360;360;11;2
109;5;0;360;59;6.72;4.9;0;0;11;0
109;7;1;360;72.2;6.16;5.95;0;0;11;0
109;0;2;360;26.4;6.6;3;0;0;12;0
110;6;0;360;65.9;6.72;5.4;0;360;11;2
110;8;1;360;78.1;6.12;6.6;360;360;11;2
110;1;2;360;33;6.68;3.4;0;360;12;2
111;7;0;360;72.2;6.68;5.9;0;0;11;0
111;0;1;360;26.4;6.6;3;0;0;12;0
111;2;2;360;39.2;6.56;3.8;0;0;12;0
112;8;0;360;78.9;6.72;6.55;360;360;11;2
112;1;1;360;32.9;6.6;3.15;0;360;12;2
112;3;2;360;45.3;6.64;4.3;0;360;12;2
113;0;0;360;26.4;6.6;3;0;0;12;0
113;2;1;360;39.9;6.64;3.55;0;0;12;0
113;4;2;360;51.8;6.64;4.75;0;0;12;0
114;1;0;360;33.2;6.64;3.15;0;0;12;0
114;3;1;360;46.1;6.68;3.95;0;0;12;0
114;5;2;360;59;6.76;5.25;0;0;12;0
115;2;0;360;40.1;6.52;3.6;0;0;12;0
115;4;1;360;52.7;6.68;4.45;0;0;12;0
115;6;2;360;65.1;6.8;5.75;0;0;12;0
116;3;0;360;46.4;6.44;4;0;0;12;0
116;5;1;360;59.6;6.64;4.95;0;0;12;0
116;7;2;360;71.3;6.88;6.25;0;0;12;0
117;4;0;360;52.7;6.48;4.5;0;360;12;2
117;6;1;360;66;6.56;5.45;0;360;12;2
117;8;2;360;77.7;6.72;6.9;360;360;12;2
118;5;0;360;59.5;6.44;5;0;0;12;0
118;7;1;360;72.4;6.64;5.95;0;0;12;0
118;0;2;360;26.4;6.6;3;0;0;13;0
119;6;0;360;65.5;6.52;5.5;0;360;12;2
119;8;1;360;79;6.68;6.55;360;360;12;2
119;1;2;360;32.6;6.6;3.15;0;360;13;2
