"t";"iL";"iG";"iSd";"slope";"intercept"
12;0;3;7;697,083;-6965,67
12;0;4;7;697,694;-6947,321
12;0;5;7;699,545;-6920,362
12;0;0;8;702,709;-6961,362
12;0;1;8;699,973;-6966,841
12;0;2;8;697,892;-6970,415
12;0;3;8;696,915;-6965,047
12;0;4;8;697,555;-6947,052
12;0;5;8;699,661;-6921,644
12;1;0;0;718,049;-6600,175
12;1;1;0;717,306;-6612,089
12;1;2;0;717,03;-6612,646
12;1;3;0;717,076;-6594,935
12;1;4;0;717,552;-6566,22
12;1;5;0;718,501;-6539,862
12;1;0;1;716,724;-6654,943
12;1;1;1;716,091;-6666,601
12;1;2;1;715,765;-6664,091
12;1;3;1;715,783;-6640,687
12;1;4;1;716,862;-6607,841
12;1;5;1;718,274;-6576,529
12;1;0;2;714,816;-6682,115
12;1;1;2;713,64;-6690,703
12;1;2;2;713,06;-6686,846
12;1;3;2;713,385;-6665,902
12;1;4;2;714,464;-6635,61
12;1;5;2;715,863;-6608,52
12;1;0;3;713,675;-6736,936
12;1;1;3;712,462;-6747,427
12;1;2;3;711,955;-6749,266
12;1;3;3;712,361;-6734,329
12;1;4;3;713,809;-6704,055
12;1;5;3;715,521;-6666,863
12;1;0;4;713,717;-6794,512
12;1;1;4;712,814;-6807,034
12;1;2;4;712,387;-6810,92
12;1;3;4;712,653;-6799,073
12;1;4;4;713,711;-6772,511
12;1;5;4;715,248;-6739,51
12;1;0;5;710,467;-6877,214
12;1;1;5;709,255;-6886,368
12;1;2;5;708,682;-6883,977
12;1;3;5;709;-6862,34
12;1;4;5;710,249;-6825,632
12;1;5;5;712,018;-6787,382
12;1;0;6;712,315;-6990,825
12;1;1;6;711,761;-7000,822
12;1;2;6;711,644;-6994,872
12;1;3;6;711,871;-6966,05
12;1;4;6;712,819;-6924,546
12;1;5;6;714,379;-6884,175
12;1;0;7;706,804;-6985,776
12;1;1;7;705,519;-6992,894
12;1;2;7;705,232;-6987,979
12;1;3;7;706,028;-6964,18
12;1;4;7;707,964;-6928,215
12;1;5;7;710,651;-6892,096
12;1;0;8;711,725;-7015,409
12;1;1;8;710,768;-7024,118
12;1;2;8;710,588;-7019,758
12;1;3;8;711,401;-6996,197
12;1;4;8;712,973;-6958,418
12;1;5;8;715,119;-6919,06
12;2;0;0;737,23;-6692,71
12;2;1;0;737,187;-6689,064
12;2;2;0;736,539;-6664,878
12;2;3;0;735,624;-6629,418
12;2;4;0;735,255;-6595,883
12;2;5;0;735,138;-6567,209
12;2;0;1;732,997;-6732,72
12;2;1;1;732,802;-6725,307
12;2;2;1;731,989;-6693,628
12;2;3;1;731,081;-6649,18
12;2;4;1;731,008;-6608,23
12;2;5;1;731,714;-6577,061
12;2;0;2;733,614;-6774,573
12;2;1;2;733,543;-6767,529
12;2;2;2;733,251;-6739,289
12;2;3;2;733,407;-6703,766
12;2;4;2;733,615;-6669,337
12;2;5;2;733,873;-6638,759
12;2;0;3;737,871;-6856,52
12;2;1;3;737,868;-6855,249
12;2;2;3;737,084;-6830,629
12;2;3;3;736,001;-6785,702
12;2;4;3;735,686;-6735,083
12;2;5;3;735,814;-6691,456
12;2;0;4;724,193;-6845,572
12;2;1;4;724,096;-6846,249
12;2;2;4;724,194;-6828,442
12;2;3;4;724,751;-6795,513
12;2;4;4;725,902;-6755,866
12;2;5;4;727,477;-6719,204
12;2;0;5;726,042;-6954,486
12;2;1;5;725,813;-6947,84
12;2;2;5;725,116;-6915,005
12;2;3;5;725,087;-6868,232
12;2;4;5;725,644;-6820,373
12;2;5;5;726,776;-6781,73
12;2;0;6;727,181;-7056,19
12;2;1;6;726,757;-7042,95
12;2;2;6;726,266;-7005,47
12;2;3;6;726,68;-6959,488
12;2;4;6;727,74;-6913,36
12;2;5;6;729,055;-6872,899
12;2;0;7;723,035;-7063,894
12;2;1;7;723,134;-7054,953
12;2;2;7;723,681;-7024,378
12;2;3;7;724,931;-6981,937
12;2;4;7;726,741;-6937,018
12;2;5;7;728,466;-6895,756
12;2;0;8;725,629;-7078,269
12;2;1;8;725,648;-7069,099
12;2;2;8;726,075;-7038,063
12;2;3;8;726,928;-6993,967
12;2;4;8;728,269;-6946,609
12;2;5;8;729,822;-6904,218
12;3;0;0;756,35;-6743,647
12;3;1;0;755,495;-6719,014
12;3;2;0;754,256;-6685,4
12;3;3;0;753,023;-6651,44
12;3;4;0;751,924;-6618,391
12;3;5;0;751,046;-6588,024
12;3;0;1;758,107;-6806,441
12;3;1;1;756,88;-6775,364
12;3;2;1;755,19;-6732,524
12;3;3;1;753,635;-6689,073
12;3;4;1;752,332;-6648,536
12;3;5;1;751,748;-6616,424
12;3;0;2;751,392;-6820,317
12;3;1;2;750,39;-6788,731
12;3;2;2;749,156;-6748,313
12;3;3;2;747,967;-6709,119
12;3;4;2;747,504;-6673,623
12;3;5;2;747,61;-6644,257
12;3;0;3;755,054;-6901,827
12;3;1;3;754,04;-6874,564
12;3;2;3;752,325;-6826,969
12;3;3;3;750,461;-6771,321
12;3;4;3;749,66;-6722,902
12;3;5;3;749,169;-6683,169
12;3;0;4;750,356;-6942,34
12;3;1;4;749,407;-6918,554
12;3;2;4;747,862;-6876,219
12;3;3;4;747,007;-6827,933
12;3;4;4;746,924;-6781,465
12;3;5;4;747,022;-6741,501
12;3;0;5;747,315;-7018,381
12;3;1;5;746,117;-6981,949
12;3;2;5;744,448;-6928,017
12;3;3;5;743,466;-6874,787
12;3;4;5;743,169;-6828,502
12;3;5;5;743,552;-6792,954
12;3;0;6;751,326;-7119,051
12;3;1;6;749,846;-7079,365
12;3;2;6;747,934;-7025,401
12;3;3;6;746,505;-6970,119
12;3;4;6;746,215;-6920,846
12;3;5;6;746,349;-6879,965
12;3;0;7;742,98;-7116,892
12;3;1;7;741,576;-7076,325
12;3;2;7;740,46;-7022,256
12;3;3;7;740,516;-6969,164
12;3;4;7;741,013;-6919,958
12;3;5;7;741,671;-6880,463
12;3;0;8;739,057;-7101,808
12;3;1;8;738,075;-7061,898
12;3;2;8;737,28;-7008,145
12;3;3;8;737,898;-6957,243
12;3;4;8;738,768;-6909,728
12;3;5;8;739,884;-6872,41
12;4;0;0;776,003;-6768,443
12;4;1;0;774,856;-6740,567
12;4;2;0;773,608;-6711,264
12;4;3;0;772,36;-6680,892
12;4;4;0;771,156;-6650,546
12;4;5;0;770,118;-6622,731
12;4;0;1;773,086;-6804,981
12;4;1;1;771,507;-6768,618
12;4;2;1;769,904;-6728,646
12;4;3;1;768,492;-6690,847
12;4;4;1;767,212;-6656,355
12;4;5;1;766,68;-6630,107
12;4;0;2;771,852;-6840,579
12;4;1;2;770,58;-6807,608
12;4;2;2;769,163;-6772,117
12;4;3;2;767,713;-6735,534
12;4;4;2;766,55;-6701,093
12;4;5;2;766,191;-6674,247
12;4;0;3;772,931;-6912,581
12;4;1;3;771,227;-6870,202
12;4;2;3;769,22;-6819,151
12;4;3;3;767,391;-6770,917
12;4;4;3;765,8;-6727,414
12;4;5;3;765,209;-6693,915
12;4;0;4;771,988;-6976,46
12;4;1;4;770,402;-6939,724
12;4;2;4;768,476;-6891,367
12;4;3;4;766,642;-6840,726
12;4;4;4;765,64;-6795,875
12;4;5;4;765,262;-6758,884
12;4;0;5;763,448;-7018,627
12;4;1;5;761,668;-6969,422
12;4;2;5;759,789;-6915,673
12;4;3;5;758,858;-6869,19
12;4;4;5;758,547;-6830,066
12;4;5;5;758,668;-6797,862
12;4;0;6;762,59;-7094,308
12;4;1;6;760,698;-7044,908
12;4;2;6;758,65;-6989,233
12;4;3;6;757,665;-6938,506
12;4;4;6;757;-6893,299
12;4;5;6;756,955;-6859,511
12;4;0;7;763,681;-7129,199
12;4;1;7;761,689;-7079,284
12;4;2;7;759,474;-7020,567
12;4;3;7;757,427;-6963,222
12;4;4;7;756,871;-6917,976
12;4;5;7;757,073;-6887,005
12;4;0;8;756,667;-7109,306
12;4;1;8;755,425;-7058,145
12;4;2;8;754,519;-7001,55
12;4;3;8;754,893;-6953,597
12;4;4;8;755,488;-6913,643
12;4;5;8;755,948;-6883,968
12;5;0;0;790,853;-6763,986
12;5;1;0;789,801;-6740,077
12;5;2;0;788,656;-6713,696
12;5;3;0;787,486;-6686,045
12;5;4;0;786,406;-6659,281
12;5;5;0;785,528;-6635,4
12;5;0;1;790,393;-6802,36
12;5;1;1;789,107;-6771,942
12;5;2;1;787,742;-6738,564
12;5;3;1;786,498;-6708,284
12;5;4;1;785,448;-6681,522
12;5;5;1;784,709;-6661,944
12;5;0;2;783,874;-6828,496
12;5;1;2;782,572;-6798,033
12;5;2;2;781,096;-6763,157
12;5;3;2;779,736;-6729,484
12;5;4;2;778,63;-6699,576
12;5;5;2;777,941;-6674,645
12;5;0;3;789,639;-6896,561
12;5;1;3;787,953;-6855,867
12;5;2;3;786,201;-6813,517
12;5;3;3;784,627;-6774,249
12;5;4;3;783,293;-6739,313
12;5;5;3;782,356;-6713,911
12;5;0;4;788,729;-6965,601
12;5;1;4;787,092;-6926,495
12;5;2;4;785,298;-6881,647
12;5;3;4;783,64;-6837,781
12;5;4;4;782,123;-6797,07
12;5;5;4;781,255;-6765,668
12;5;0;5;789,902;-7030,776
12;5;1;5;788,307;-6991,205
12;5;2;5;786,581;-6950,026
12;5;3;5;784,958;-6911,612
12;5;4;5;783,933;-6875,589
12;5;5;5;783,34;-6845,686
12;5;0;6;777,548;-7072,426
12;5;1;6;775,608;-7024,761
12;5;2;6;773,584;-6973,991
12;5;3;6;772,42;-6929,564
12;5;4;6;771,84;-6893,849
12;5;5;6;771,725;-6866,776
12;5;0;7;782,574;-7119,595
12;5;1;7;780,513;-7070,261
12;5;2;7;778,443;-7018,413
12;5;3;7;776,742;-6973,607
12;5;4;7;775,67;-6938,426
12;5;5;7;775,268;-6913,478
12;5;0;8;772,813;-7089,933
12;5;1;8;770,687;-7036,119
12;5;2;8;769,349;-6983,498
12;5;3;8;768,659;-6940,816
12;5;4;8;768,169;-6907,479
12;5;5;8;768,166;-6884,121
12;6;0;0;806,772;-6768,091
12;6;1;0;805,797;-6745,499
12;6;2;0;804,732;-6720,536
12;6;3;0;803,762;-6696,741
12;6;4;0;802,924;-6674,086
12;6;5;0;802,389;-6657,145
12;6;0;1;806,442;-6797,979
12;6;1;1;805,292;-6770,236
12;6;2;1;804,183;-6743,615
12;6;3;1;803,256;-6720,525
12;6;4;1;802,545;-6701,898
12;6;5;1;802,087;-6688,958
12;6;0;2;805,317;-6841,58
12;6;1;2;804,082;-6814,21
12;6;2;2;802,881;-6786,988
12;6;3;2;801,823;-6760,966
12;6;4;2;800,973;-6737,214
12;6;5;2;800,314;-6716,576
12;6;0;3;800,286;-6869,006
12;6;1;3;798,76;-6832,337
12;6;2;3;797,258;-6795,403
12;6;3;3;796,02;-6763,337
12;6;4;3;795,107;-6738,284
12;6;5;3;794,486;-6721,293
12;6;0;4;801,109;-6937,706
12;6;1;4;799,598;-6899,86
12;6;2;4;798,029;-6859,209
12;6;3;4;796,584;-6821,801
12;6;4;4;795,36;-6790,405
12;6;5;4;795,049;-6769,975
12;6;0;5;793,655;-6981,521
12;6;1;5;792,055;-6943,621
12;6;2;5;790,446;-6904,67
12;6;3;5;788,945;-6867,638
12;6;4;5;788,295;-6836,244
12;6;5;5;787,878;-6810,977
12;6;0;6;804,04;-7076,747
12;6;1;6;802,514;-7040,351
12;6;2;6;800,997;-7003,631
12;6;3;6;799,729;-6971,821
12;6;4;6;798,637;-6943,6
12;6;5;6;797,685;-6917,792
12;6;0;7;798,882;-7093,029
12;6;1;7;797,204;-7052,286
12;6;2;7;795,696;-7013,631
12;6;3;7;794,524;-6982,69
12;6;4;7;793,539;-6956,602
12;6;5;7;792,559;-6929,587
12;6;0;8;792,884;-7081,9
12;6;1;8;791,057;-7036,992
12;6;2;8;789,49;-6995,773
12;6;3;8;788,813;-6965,078
12;6;4;8;788,381;-6939,855
12;6;5;8;787,941;-6914,319
12;7;0;0;823,05;-6762,141
12;7;1;0;822,198;-6741,568
12;7;2;0;821,37;-6720,346
12;7;3;0;820,692;-6700,867
12;7;4;0;820,278;-6686,259
12;7;5;0;820,174;-6678,854
12;7;0;1;822,855;-6793,885
12;7;1;1;821,985;-6772,377
12;7;2;1;821,189;-6752,035
12;7;3;1;820,565;-6735,501
12;7;4;1;820,148;-6723,175
12;7;5;1;819,958;-6714,534
12;7;0;2;817,81;-6824,484
12;7;1;2;816,853;-6802,132
12;7;2;2;815,901;-6778,203
12;7;3;2;815,132;-6755,935
12;7;4;2;814,495;-6735,494
12;7;5;2;814,043;-6720,286
12;7;0;3;820,62;-6860,867
12;7;1;3;819,536;-6833,505
12;7;2;3;818,473;-6806,087
12;7;3;3;817,7;-6785,456
12;7;4;3;817,128;-6770,476
12;7;5;3;816,716;-6759,365
12;7;0;4;813,873;-6908,875
12;7;1;4;812,543;-6874,344
12;7;2;4;811,236;-6840,924
12;7;3;4;810,124;-6813,579
12;7;4;4;809,282;-6792,978
12;7;5;4;808,765;-6778,638
12;7;0;5;812,414;-6970,437
12;7;1;5;811,089;-6939,505
12;7;2;5;809,757;-6908,078
12;7;3;5;808,58;-6879,608
12;7;4;5;807,593;-6854,006
12;7;5;5;806,846;-6832,362
12;7;0;6;812,593;-7037,931
12;7;1;6;811,336;-7006,8
12;7;2;6;810,167;-6977,416
12;7;3;6;809,178;-6951,665
12;7;4;6;808,191;-6924,524
12;7;5;6;807,245;-6897,361
12;7;0;7;815,737;-7069,017
12;7;1;7;814,662;-7040,269
12;7;2;7;813,663;-7013,799
12;7;3;7;812,745;-6989,464
12;7;4;7;811,743;-6962,1
12;7;5;7;810,732;-6933,544
12;7;0;8;809,14;-7059,334
12;7;1;8;807,904;-7027,252
12;7;2;8;806,85;-6999,332
12;7;3;8;805,878;-6973,513
12;7;4;8;804,814;-6944,436
12;7;5;8;804,013;-6914,777
12;8;0;0;834,736;-6746,781
12;8;1;0;834,034;-6727,88
12;8;2;0;833,412;-6709,296
12;8;3;0;833,076;-6696,331
12;8;4;0;833,034;-6690,137
12;8;5;0;833,173;-6688,984
12;8;0;1;833,505;-6771,114
12;8;1;1;832,844;-6753,784
12;8;2;1;832,316;-6739,306
12;8;3;1;831,964;-6728,103
12;8;4;1;831,811;-6719,495
12;8;5;1;831,837;-6713,719
12;8;0;2;830,482;-6807,643
12;8;1;2;829,732;-6787,546
12;8;2;2;829,064;-6766,936
12;8;3;2;828,502;-6748,113
12;8;4;2;828,099;-6734,017
12;8;5;2;827,928;-6726,27
12;8;0;3;826,841;-6824,047
12;8;1;3;826,03;-6802,186
12;8;2;3;825,352;-6783,877
12;8;3;3;824,813;-6769,879
12;8;4;3;824,404;-6758,486
12;8;5;3;824,174;-6749,613
12;8;0;4;829,282;-6881,23
12;8;1;4;828,243;-6854,168
12;8;2;4;827,33;-6831,468
12;8;3;4;826,683;-6815,234
12;8;4;4;826,238;-6801,724
12;8;5;4;825,91;-6788,279
12;8;0;5;825,109;-6944,259
12;8;1;5;824,047;-6918,56
12;8;2;5;823,038;-6893,501
12;8;3;5;822,157;-6870,114
12;8;4;5;821,423;-6848,127
12;8;5;5;820,791;-6827,319
12;8;0;6;828,237;-7012,908
12;8;1;6;827,411;-6990,628
12;8;2;6;826,554;-6967,37
12;8;3;6;825,707;-6942,942
12;8;4;6;824,848;-6917,264
12;8;5;6;823,997;-6892,307
12;8;0;7;824,46;-7038,817
12;8;1;7;823,661;-7017,058
12;8;2;7;822,824;-6994,176
12;8;3;7;821,795;-6965,819
12;8;4;7;820,715;-6935,237
12;8;5;7;819,743;-6907,713
12;8;0;8;822,15;-7044,421
12;8;1;8;821,245;-7020,51
12;8;2;8;820,318;-6995,805
12;8;3;8;819,28;-6967,273
12;8;4;8;818,451;-6936,987
12;8;5;8;818,118;-6910,206
12;9;0;0;844,615;-6722,535
12;9;1;0;844,165;-6707,408
12;9;2;0;843,918;-6696,344
12;9;3;0;843,897;-6690,953
12;9;4;0;844,031;-6689,894
12;9;5;0;844,251;-6691,639
12;9;0;1;842,886;-6751,127
12;9;1;1;842,494;-6739,483
12;9;2;1;842,209;-6729,278
12;9;3;1;842,085;-6720,928
12;9;4;1;842,107;-6714,76
12;9;5;1;842,231;-6711,715
12;9;0;2;841,604;-6787,378
12;9;1;2;841,09;-6769,735
12;9;2;2;840,558;-6751,8
12;9;3;2;840,207;-6739,208
12;9;4;2;840,083;-6732,251
12;9;5;2;840,139;-6728,898
12;9;0;3;838,958;-6804,713
12;9;1;3;838,394;-6789,43
12;9;2;3;837,916;-6776,847
12;9;3;3;837,558;-6766,231
12;9;4;3;837,374;-6757,573
12;9;5;3;837,363;-6751,47
12;9;0;4;836,486;-6853,516
12;9;1;4;835,693;-6833,938
12;9;2;4;835,106;-6818,784
12;9;3;4;834,692;-6805,246
12;9;4;4;834,363;-6790,691
12;9;5;4;834,143;-6777,72
12;9;0;5;832,9;-6911,848
12;9;1;5;832,032;-6889,757
12;9;2;5;831,283;-6868,674
12;9;3;5;830,629;-6847,896
12;9;4;5;830,023;-6826,923
12;9;5;5;829,557;-6809,613
12;9;0;6;833,627;-6980,984
12;9;1;6;832,831;-6959,004
12;9;2;6;831,98;-6934,12
12;9;3;6;831,12;-6908,344
12;9;4;6;830,272;-6883,056
12;9;5;6;829,526;-6860,211
12;9;0;7;836,115;-7013,936
12;9;1;7;835,37;-6992,831
12;9;2;7;834,433;-6965,894
12;9;3;7;833,474;-6937,714
12;9;4;7;832,567;-6911,159
12;9;5;7;831,826;-6888,342
12;9;0;8;829,396;-7011,674
12;9;1;8;828,603;-6989,744
12;9;2;8;827,583;-6961,113
12;9;3;8;826,504;-6930,457
12;9;4;8;825,494;-6901,82
12;9;5;8;824,679;-6877,52
12;10;0;0;852,861;-6696,271
12;10;1;0;852,693;-6687,38
12;10;2;0;852,716;-6683,198
12;10;3;0;852,878;-6682,998
12;10;4;0;853,131;-6685,39
12;10;5;0;853,411;-6688,724
12;10;0;1;851,413;-6728,569
12;10;1;1;851,187;-6719,49
12;10;2;1;851,103;-6711,656
12;10;3;1;851,155;-6706,147
12;10;4;1;851,31;-6703,774
12;10;5;1;851,521;-6704,437
12;10;0;2;850,216;-6756,837
12;10;1;2;849,809;-6742,051
12;10;2;2;849,533;-6731,331
12;10;3;2;849,441;-6725,098
12;10;4;2;849,499;-6721,478
12;10;5;2;849,656;-6720,162
12;10;0;3;846,723;-6780,151
12;10;1;3;846,349;-6769,752
12;10;2;3;846,051;-6759,938
12;10;3;3;845,902;-6751,626
12;10;4;3;845,887;-6744,942
12;10;5;3;845,954;-6740,287
12;10;0;4;844,963;-6827,493
12;10;1;4;844,496;-6814,582
12;10;2;4;844,109;-6800,875
12;10;3;4;843,798;-6786,228
12;10;4;4;843,596;-6773,196
12;10;5;4;843,529;-6764,863
12;10;0;5;845,915;-6891,243
12;10;1;5;845,357;-6873,614
12;10;2;5;844,761;-6853,5
12;10;3;5;844,177;-6832,887
12;10;4;5;843,754;-6816,362
12;10;5;5;843,566;-6806,602
12;10;0;6;845,6;-6946,749
12;10;1;6;844,944;-6925,507
12;10;2;6;844,23;-6902,278
12;10;3;6;843,525;-6879,55
12;10;4;6;842,897;-6858,35
12;10;5;6;842,482;-6842,07
12;10;0;7;840,285;-6981,742
12;10;1;7;839,39;-6955,738
12;10;2;7;838,441;-6927,837
12;10;3;7;837,557;-6901,842
12;10;4;7;836,818;-6878,345
12;10;5;7;836,325;-6859,719
12;10;0;8;840,895;-6988,161
12;10;1;8;839,994;-6962,034
12;10;2;8;839,041;-6934,016
12;10;3;8;838,155;-6907,983
12;10;4;8;837,415;-6884,467
12;10;5;8;836,919;-6865,764
12;11;0;0;858,752;-6676,674
12;11;1;0;858,818;-6673,957
12;11;2;0;858,972;-6674,031
12;11;3;0;859,144;-6675,353
12;11;4;0;859,35;-6677,514
12;11;5;0;859,535;-6679,664
12;11;0;1;858,859;-6705,854
12;11;1;1;858,82;-6699,029
12;11;2;1;858,888;-6694,003
12;11;3;1;858,982;-6691,19
12;11;4;1;859,132;-6691,174
12;11;5;1;859,305;-6692,706
12;11;0;2;856,684;-6730,347
12;11;1;2;856,474;-6721,609
12;11;2;2;856,422;-6716,132
12;11;3;2;856,511;-6713,016
12;11;4;2;856,696;-6712,194
12;11;5;2;856,914;-6713,311
12;11;0;3;856,645;-6762,128
12;11;1;3;856,401;-6753,233
12;11;2;3;856,287;-6745,307
12;11;3;3;856,297;-6738,996
12;11;4;3;856,385;-6734,656
12;11;5;3;856,519;-6732,933
12;11;0;4;851,674;-6801,181
12;11;1;4;851,366;-6788,62
12;11;2;4;851,093;-6774,328
12;11;3;4;850,916;-6762,061
12;11;4;4;850,853;-6754,079
12;11;5;4;850,896;-6750,779
12;11;0;5;851,536;-6859,818
12;11;1;5;851,027;-6841,483
12;11;2;5;850,541;-6822,705
12;11;3;5;850,206;-6808,285
12;11;4;5;850,056;-6799,345
12;11;5;5;850,036;-6794,149
12;11;0;6;850,602;-6916,009
12;11;1;6;849,929;-6894,212
12;11;2;6;849,241;-6871,827
12;11;3;6;848,693;-6852,096
12;11;4;6;848,347;-6836,758
12;11;5;6;848,155;-6825,916
12;11;0;7;854,085;-6950,841
12;11;1;7;853,357;-6927,566
12;11;2;7;852,632;-6904,388
12;11;3;7;852,038;-6883,292
12;11;4;7;851,62;-6865,497
12;11;5;7;851,346;-6851,597
12;11;0;8;847,729;-6953,076
12;11;1;8;846,844;-6927,075
12;11;2;8;845,981;-6901,517
12;11;3;8;845,289;-6878,735
12;11;4;8;844,816;-6859,955
12;11;5;8;844,514;-6845,511
12;12;0;0;863,806;-6658,521
12;12;1;0;863,926;-6658,523
12;12;2;0;864,11;-6660,134
12;12;3;0;864,318;-6662,35
12;12;4;0;864,502;-6664,575
12;12;5;0;864,621;-6666,538
12;12;0;1;864,51;-6687,317
12;12;1;1;864,551;-6682,6
12;12;2;1;864,662;-6680,593
12;12;3;1;864,823;-6681,142
12;12;4;1;865,011;-6683,085
12;12;5;1;865,185;-6685,827
12;12;0;2;863,648;-6709,346
12;12;1;2;863,611;-6704,422
12;12;2;2;863,667;-6700,916
12;12;3;2;863,795;-6699,537
12;12;4;2;863,956;-6699,945
12;12;5;2;864,105;-6701,129
12;12;0;3;863,34;-6742,865
12;12;1;3;863,27;-6735,847
12;12;2;3;863,271;-6729,487
12;12;3;3;863,324;-6724,988
12;12;4;3;863,418;-6722,897
12;12;5;3;863,525;-6722,291
12;12;0;4;861,771;-6782,825
12;12;1;4;861,536;-6769,594
12;12;2;4;861,388;-6758,288
12;12;3;4;861,355;-6751,509
12;12;4;4;861,428;-6749,033
12;12;5;4;861,566;-6748,888
12;12;0;5;860,852;-6833,973
12;12;1;5;860,425;-6817,133
12;12;2;5;860,137;-6804,145
12;12;3;5;860,026;-6796,298
12;12;4;5;860,023;-6791,212
12;12;5;5;860,059;-6787,057
12;12;0;6;863,559;-6896,054
12;12;1;6;862,936;-6875,464
12;12;2;6;862,44;-6856,75
12;12;3;6;862,146;-6842,633
12;12;4;6;861,98;-6832,113
12;12;5;6;861,89;-6824,592
12;12;0;7;865,277;-6927,58
12;12;1;7;864,621;-6906,227
12;12;2;7;864,072;-6885,911
12;12;3;7;863,695;-6869,032
12;12;4;7;863,43;-6855,04
12;12;5;7;863,264;-6845,097
12;12;0;8;861,082;-6925,653
12;12;1;8;860,425;-6904,292
12;12;2;8;859,875;-6883,95
12;12;3;8;859,495;-6866,973
12;12;4;8;859,224;-6852,801
12;12;5;8;859,053;-6842,708
12;13;0;0;869,551;-6645,539
12;13;1;0;869,737;-6647,326
12;13;2;0;869,943;-6649,596
12;13;3;0;870,115;-6651,805
12;13;4;0;870,219;-6653,816
12;13;5;0;870,257;-6655,665
12;13;0;1;870,051;-6668,504
12;13;1;1;870,172;-6667,442
12;13;2;1;870,343;-6668,452
12;13;3;1;870,532;-6670,638
12;13;4;1;870,707;-6673,689
12;13;5;1;870,83;-6676,864
12;13;0;2;869,814;-6691,717
12;13;1;2;869,89;-6688,972
12;13;2;2;870,031;-6688,149
12;13;3;2;870,194;-6688,858
12;13;4;2;870,345;-6690,182
12;13;5;2;870,456;-6691,682
12;13;0;3;869,956;-6730,101
12;13;1;3;869,971;-6724,516
12;13;2;3;870,037;-6720,681
12;13;3;3;870,139;-6719,087
12;13;4;3;870,25;-6718,519
12;13;5;3;870,344;-6718,082
12;13;0;4;869,161;-6759,654
12;13;1;4;869,049;-6750,068
12;13;2;4;869,014;-6744,028
12;13;3;4;869,064;-6741,657
12;13;4;4;869,167;-6740,838
12;13;5;4;869,271;-6740,114
12;13;0;5;870,64;-6808,342
12;13;1;5;870,448;-6798,028
12;13;2;5;870,363;-6790,983
12;13;3;5;870,349;-6785,78
12;13;4;5;870,363;-6780,955
12;13;5;5;870,397;-6777,333
12;13;0;6;869,211;-6856,885
12;13;1;6;868,883;-6841,718
12;13;2;6;868,664;-6829,223
12;13;3;6;868,525;-6819,472
12;13;4;6;868,436;-6812,024
12;13;5;6;868,401;-6807,422
12;13;0;7;869,013;-6896,055
12;13;1;7;868,546;-6877,837
12;13;2;7;868,205;-6861,798
12;13;3;7;867,963;-6848,558
12;13;4;7;867,811;-6839,241
12;13;5;7;867,748;-6834,484
12;13;0;8;871,467;-6902,594
12;13;1;8;870,998;-6884,342
12;13;2;8;870,653;-6868,183
12;13;3;8;870,405;-6854,757
12;13;4;8;870,25;-6845,318
12;13;5;8;870,185;-6840,544
12;14;0;0;872,692;-6639,195
12;14;1;0;872,883;-6641,392
12;14;2;0;873,04;-6643,557
12;14;3;0;873,126;-6645,512
12;14;4;0;873,152;-6647,444
12;14;5;0;873,155;-6649,419
12;14;0;1;874,627;-6664,6
12;14;1;1;874,796;-6665,932
12;14;2;1;874,984;-6668,305
12;14;3;1;875,148;-6671,472
12;14;4;1;875,262;-6674,7
12;14;5;1;875,316;-6676,969
12;14;0;2;875,792;-6686,848
12;14;1;2;875,935;-6686,582
12;14;2;2;876,097;-6687,48
12;14;3;2;876,24;-6688,865
12;14;4;2;876,344;-6690,479
12;14;5;2;876,402;-6692,056
12;14;0;3;876,493;-6717,13
12;14;1;3;876,567;-6714,157
12;14;2;3;876,672;-6712,902
12;14;3;3;876,779;-6712,339
12;14;4;3;876,874;-6711,837
12;14;5;3;876,951;-6711,941
12;14;0;4;874,44;-6740,159
12;14;1;4;874,431;-6735,577
12;14;2;4;874,498;-6733,812
12;14;3;4;874,606;-6733,038
12;14;4;4;874,712;-6732,265
12;14;5;4;874,796;-6732,344
12;14;0;5;873,202;-6792,398
12;14;1;5;873,148;-6786,478
12;14;2;5;873,144;-6781,426
12;14;3;5;873,163;-6776,696
12;14;4;5;873,205;-6773,338
12;14;5;5;873,275;-6772,203
12;14;0;6;877,347;-6840,536
12;14;1;6;877,167;-6829,601
12;14;2;6;877,039;-6820,375
12;14;3;6;876,961;-6813,522
12;14;4;6;876,936;-6809,26
12;14;5;6;876,953;-6806,886
12;14;0;7;879,157;-6876,09
12;14;1;7;878,911;-6862,465
12;14;2;7;878,71;-6850,366
12;14;3;7;878,582;-6842,234
12;14;4;7;878,525;-6837,856
12;14;5;7;878,509;-6834,9
12;14;0;8;875,755;-6881,166
12;14;1;8;875,462;-6866,743
12;14;2;8;875,236;-6854,15
12;14;3;8;875,103;-6845,898
12;14;4;8;875,045;-6841,524
12;14;5;8;875,019;-6838,404
12;15;0;0;878,83;-6650,188
12;15;1;0;878,961;-6652,177
12;15;2;0;879,028;-6654,069
12;15;3;0;879,044;-6656,013
12;15;4;0;879,043;-6658,054
12;15;5;0;879,018;-6659,442
12;15;0;1;879,593;-6668,002
12;15;1;1;879,768;-6670,469
12;15;2;1;879,922;-6673,757
12;15;3;1;880,022;-6676,864
12;15;4;1;880,063;-6678,944
