"t";"iL";"iG";"iSd";"slope";"intercept"
10;11;3;1;775,794;-6302,096
10;11;4;1;776,072;-6302,295
10;11;5;1;776,3;-6305,8
10;11;0;2;777,393;-6384,229
10;11;1;2;776,809;-6362,317
10;11;2;2;776,37;-6342,626
10;11;3;2;776,273;-6332,162
10;11;4;2;776,459;-6329,552
10;11;5;2;776,678;-6330,907
10;11;0;3;773,357;-6427,606
10;11;1;3;772,726;-6406,136
10;11;2;3;772,196;-6386,856
10;11;3;3;771,865;-6370,73
10;11;4;3;771,72;-6359,341
10;11;5;3;771,454;-6349,338
10;11;0;4;773,947;-6496,525
10;11;1;4;773,181;-6470,503
10;11;2;4;772,475;-6443,298
10;11;3;4;771,958;-6418,728
10;11;4;4;771,624;-6400,586
10;11;5;4;771,49;-6391,138
10;11;0;5;766,923;-6573,416
10;11;1;5;766,158;-6545,741
10;11;2;5;765,013;-6508,27
10;11;3;5;763,968;-6471,987
10;11;4;5;763,061;-6440,082
10;11;5;5;762,297;-6414,275
10;11;0;6;765,464;-6605,242
10;11;1;6;764,416;-6572,893
10;11;2;6;763,209;-6533,903
10;11;3;6;762,065;-6495,247
10;11;4;6;761,047;-6460,024
10;11;5;6;760,228;-6430,704
10;11;0;7;768,412;-6608,757
10;11;1;7;767,43;-6577,45
10;11;2;7;766,219;-6538,386
10;11;3;7;765,137;-6500,759
10;11;4;7;764,448;-6471,642
10;11;5;7;764,086;-6453,936
10;11;0;8;759,7;-6619,924
10;11;1;8;758,491;-6584,819
10;11;2;8;756,965;-6540,077
10;11;3;8;755,631;-6493,251
10;11;4;8;755,386;-6455,33
10;11;5;8;755,294;-6428,889
10;12;0;0;790,069;-6294,984
10;12;1;0;789,89;-6282,761
10;12;2;0;789,892;-6276,567
10;12;3;0;790,056;-6276,978
10;12;4;0;790,253;-6280,303
10;12;5;0;790,378;-6284,286
10;12;0;1;792,847;-6336,015
10;12;1;1;792,582;-6323,018
10;12;2;1;792,539;-6313,085
10;12;3;1;792,685;-6309,565
10;12;4;1;792,873;-6311,353
10;12;5;1;793,038;-6315,552
10;12;0;2;785,137;-6369,29
10;12;1;2;784,692;-6350,461
10;12;2;2;784,467;-6336,723
10;12;3;2;784,562;-6331,435
10;12;4;2;784,742;-6330,881
10;12;5;2;784,642;-6328,836
10;12;0;3;787,39;-6412,286
10;12;1;3;786,912;-6395,101
10;12;2;3;786,6;-6379,37
10;12;3;3;786,552;-6368,425
10;12;4;3;786,689;-6363,91
10;12;5;3;786,777;-6362,294
10;12;0;4;787,613;-6492,647
10;12;1;4;786,968;-6468,882
10;12;2;4;786,38;-6443,136
10;12;3;4;786,031;-6422,929
10;12;4;4;785,897;-6410,957
10;12;5;4;785,752;-6403,276
10;12;0;5;790,382;-6562,232
10;12;1;5;789,648;-6534,336
10;12;2;5;788,833;-6501,626
10;12;3;5;788,22;-6473,509
10;12;4;5;787,911;-6454,472
10;12;5;5;787,778;-6444,581
10;12;0;6;782,859;-6578,65
10;12;1;6;782,111;-6550,082
10;12;2;6;781,255;-6516,034
10;12;3;6;780,495;-6484,587
10;12;4;6;779,991;-6461,305
10;12;5;6;779,639;-6447,104
10;12;0;7;782,239;-6600,358
10;12;1;7;781,411;-6570,518
10;12;2;7;780,256;-6531,774
10;12;3;7;779,398;-6498,73
10;12;4;7;778,953;-6476,271
10;12;5;7;778,793;-6465,285
10;12;0;8;777,576;-6599,695
10;12;1;8;776,541;-6566,644
10;12;2;8;775,386;-6527,894
10;12;3;8;774,528;-6494,855
10;12;4;8;773,964;-6470,341
10;12;5;8;773,513;-6453,521
10;13;0;0;807,033;-6293,02
10;13;1;0;806,987;-6285,721
10;13;2;0;807,105;-6284,244
10;13;3;0;807,307;-6286,846
10;13;4;0;807,469;-6291,026
10;13;5;0;807,547;-6295,234
10;13;0;1;808,307;-6338,93
10;13;1;1;808,21;-6329,097
10;13;2;1;808,253;-6322,499
10;13;3;1;808,419;-6322,312
10;13;4;1;808,614;-6326,366
10;13;5;1;808,736;-6330,698
10;13;0;2;802,769;-6354,753
10;13;1;2;802,578;-6341,92
10;13;2;2;802,537;-6333,459
10;13;3;2;802,651;-6330,677
10;13;4;2;802,816;-6331,945
10;13;5;2;802,939;-6334,825
10;13;0;3;805,909;-6398,265
10;13;1;3;805,685;-6385,439
10;13;2;3;805,561;-6372,776
10;13;3;3;805,578;-6364,948
10;13;4;3;805,683;-6362,286
10;13;5;3;805,796;-6362,687
10;13;0;4;803,446;-6472,467
10;13;1;4;802,977;-6450,929
10;13;2;4;802,532;-6428,168
10;13;3;4;802,364;-6413,764
10;13;4;4;802,403;-6407,135
10;13;5;4;802,497;-6405,062
10;13;0;5;801,773;-6538,271
10;13;1;5;801,17;-6511,591
10;13;2;5;800,469;-6481,411
10;13;3;5;800,047;-6458,683
10;13;4;5;799,894;-6445,542
10;13;5;5;799,874;-6439,627
10;13;0;6;801,906;-6557,026
10;13;1;6;801,204;-6528,277
10;13;2;6;800,453;-6496,441
10;13;3;6;799,97;-6471,461
10;13;4;6;799,76;-6456,529
10;13;5;6;799,745;-6450,254
10;13;0;7;797,589;-6567,371
10;13;1;7;796,837;-6537,822
10;13;2;7;796,081;-6505,851
10;13;3;7;795,594;-6480,767
10;13;4;7;795,381;-6465,82
10;13;5;7;795,368;-6459,622
10;13;0;8;790,66;-6586,897
10;13;1;8;789,84;-6556,293
10;13;2;8;788,832;-6520,414
10;13;3;8;788,195;-6493,01
10;13;4;8;787,758;-6474,333
10;13;5;8;787,269;-6459,271
10;14;0;0;821,485;-6295,447
10;14;1;0;821,554;-6292,819
10;14;2;0;821,741;-6294,384
10;14;3;0;821,928;-6298,159
10;14;4;0;822,037;-6302,795
10;14;5;0;822,07;-6306,542
10;14;0;1;820,55;-6333,336
10;14;1;1;820,552;-6326,252
10;14;2;1;820,682;-6323,848
10;14;3;1;820,88;-6326,748
10;14;4;1;821,041;-6331,642
10;14;5;1;821,097;-6334,864
10;14;0;2;817,59;-6357,057
10;14;1;2;817,511;-6348,319
10;14;2;2;817,58;-6343,666
10;14;3;2;817,738;-6343,655
10;14;4;2;817,888;-6346,371
10;14;5;2;817,971;-6349,462
10;14;0;3;813,942;-6390,879
10;14;1;3;813,802;-6379,316
10;14;2;3;813,772;-6369,565
10;14;3;3;813,853;-6365,235
10;14;4;3;813,978;-6364,74
10;14;5;3;814,079;-6366,457
10;14;0;4;814,942;-6444,754
10;14;1;4;814,653;-6425,991
10;14;2;4;814,452;-6409,349
10;14;3;4;814,408;-6399,869
10;14;4;4;814,463;-6395,669
10;14;5;4;814,547;-6394,702
10;14;0;5;812,704;-6503,744
10;14;1;5;812,296;-6480,141
10;14;2;5;811,941;-6456,941
10;14;3;5;811,729;-6440,62
10;14;4;5;811,668;-6431,999
10;14;5;5;811,687;-6427,603
10;14;0;6;811,735;-6528,588
10;14;1;6;811,208;-6502,54
10;14;2;6;810,622;-6474,778
10;14;3;6;810,311;-6455,87
10;14;4;6;810,226;-6446,364
10;14;5;6;810,265;-6441,805
10;14;0;7;810,947;-6542,042
10;14;1;7;810,253;-6513,589
10;14;2;7;809,666;-6485,857
10;14;3;7;809,357;-6466,995
10;14;4;7;809,28;-6457,58
10;14;5;7;809,344;-6453,294
10;14;0;8;807,925;-6560,362
10;14;1;8;807,23;-6531,908
10;14;2;8;806,644;-6504,178
10;14;3;8;806,335;-6485,317
10;14;4;8;806,258;-6475,904
10;14;5;8;806,245;-6470,43
10;15;0;0;833,326;-6286,489
10;15;1;0;833,473;-6287,136
10;15;2;0;833,672;-6290,319
10;15;3;0;833,813;-6294,757
10;15;4;0;833,87;-6299,209
10;15;5;0;833,86;-6301,75
10;15;0;1;828,573;-6312,955
10;15;1;1;828,661;-6309,449
10;15;2;1;828,845;-6310,728
10;15;3;1;829,031;-6315,327
10;15;4;1;829,127;-6319,538
10;15;5;1;829,103;-6320,848
10;15;0;2;829,559;-6334,964
10;15;1;2;829,585;-6329,759
10;15;2;2;829,722;-6328,249
10;15;3;2;829,883;-6330,183
10;15;4;2;829,997;-6333,558
10;15;5;2;830,024;-6335,976
10;15;0;3;827,269;-6374,415
10;15;1;3;827,214;-6364,922
10;15;2;3;827,263;-6358,765
10;15;3;3;827,38;-6357,041
10;15;4;3;827,501;-6358,208
10;15;5;3;827,574;-6360,62
10;15;0;4;826,574;-6416,433
10;15;1;4;826,362;-6400,426
10;15;2;4;826,266;-6388,537
10;15;3;4;826,293;-6382,574
10;15;4;4;826,378;-6380,567
10;15;5;4;826,463;-6380,469
10;15;0;5;824,133;-6466,65
10;15;1;5;823,791;-6445,294
10;15;2;5;823,542;-6426,547
10;15;3;5;823,442;-6415,453
10;15;4;5;823,459;-6409,772
10;15;5;5;823,536;-6406,733
10;15;0;6;823,339;-6487,997
10;15;1;6;822,971;-6465,376
10;15;2;6;822,682;-6444,802
10;15;3;6;822,548;-6432,53
10;15;4;6;822,548;-6426,123
10;15;5;6;822,624;-6422,502
10;15;0;7;820,042;-6509,872
10;15;1;7;819,604;-6486,243
10;15;2;7;819,197;-6463,898
10;15;3;7;819,039;-6451,175
10;15;4;7;819,062;-6445,008
10;15;5;7;819,166;-6441,754
10;15;0;8;813,976;-6531,417
10;15;1;8;813,408;-6505,919
10;15;2;8;813,001;-6483,575
10;15;3;8;812,843;-6470,857
10;15;4;8;812,736;-6462,671
10;15;5;8;812,517;-6454,167
10;16;0;0;841,502;-6275,186
10;16;1;0;841,681;-6277,618
10;16;2;0;841,85;-6281,677
10;16;3;0;841,938;-6286,35
10;16;4;0;841,946;-6289,813
10;16;5;0;841,902;-6291,139
10;16;0;1;840,391;-6290,029
10;16;1;1;840,538;-6290,027
10;16;2;1;840,735;-6293,802
10;16;3;1;840,873;-6298,596
10;16;4;1;840,881;-6300,95
10;16;5;1;840,797;-6300,666
10;16;0;2;839,648;-6312,754
10;16;1;2;839,75;-6310,477
10;16;2;2;839,912;-6311,376
10;16;3;2;840,051;-6314,497
10;16;4;2;840,108;-6317,575
10;16;5;2;840,084;-6318,905
10;16;0;3;836,883;-6347,857
10;16;1;3;836,904;-6341,328
10;16;2;3;837,004;-6338,225
10;16;3;3;837,131;-6338,426
10;16;4;3;837,226;-6340,768
10;16;5;3;837,27;-6343,403
10;16;0;4;836,304;-6390,623
10;16;1;4;836,186;-6378,732
10;16;2;4;836,177;-6370,957
10;16;3;4;836,249;-6367,726
10;16;4;4;836,344;-6367,066
10;16;5;4;836,425;-6367,932
10;16;0;5;833,614;-6427,763
10;16;1;5;833,364;-6409,939
10;16;2;5;833,214;-6396,194
10;16;3;5;833,192;-6388,951
10;16;4;5;833,259;-6384,706
10;16;5;5;833,361;-6383,412
10;16;0;6;831,036;-6458,304
10;16;1;6;830,753;-6438,916
10;16;2;6;830,565;-6423,683
10;16;3;6;830,52;-6415,626
10;16;4;6;830,581;-6410,644
10;16;5;6;830,692;-6408,939
10;16;0;7;830,632;-6481,692
10;16;1;7;830,347;-6462,151
10;16;2;7;830,157;-6446,816
10;16;3;7;830,112;-6438,75
10;16;4;7;830,174;-6433,806
10;16;5;7;830,287;-6432,163
10;16;0;8;832,314;-6499,2
10;16;1;8;832,028;-6479,657
10;16;2;8;831,839;-6464,321
10;16;3;8;831,794;-6456,255
10;16;4;8;831,856;-6451,313
10;16;5;8;831,969;-6449,67
10;17;0;0;850,735;-6252,941
10;17;1;0;850,799;-6254,937
10;17;2;0;850,852;-6258,637
10;17;3;0;850,875;-6262,625
10;17;4;0;850,873;-6265,086
10;17;5;0;850,871;-6266,812
10;17;0;1;849,555;-6270,613
10;17;1;1;849,731;-6273,285
10;17;2;1;849,9;-6278,137
10;17;3;1;849,937;-6281,345
10;17;4;1;849,887;-6281,945
10;17;5;1;849,806;-6281,782
10;17;0;2;846,494;-6290,508
10;17;1;2;846,635;-6290,642
10;17;2;2;846,79;-6293,22
10;17;3;2;846,884;-6296,659
10;17;4;2;846,877;-6298,632
10;17;5;2;846,85;-6299,774
10;17;0;3;844,504;-6320,098
10;17;1;3;844,579;-6316,521
10;17;2;3;844,702;-6315,692
10;17;3;3;844,815;-6317,462
10;17;4;3;844,875;-6320,285
10;17;5;3;844,921;-6323,589
10;17;0;4;844,54;-6365,269
10;17;1;4;844,508;-6357,334
10;17;2;4;844,557;-6352,698
10;17;3;4;844,649;-6351,327
10;17;4;4;844,741;-6351,654
10;17;5;4;844,84;-6354,571
10;17;0;5;843,98;-6404,088
10;17;1;5;843,819;-6390,437
10;17;2;5;843,754;-6381,224
10;17;3;5;843,793;-6376,125
10;17;4;5;843,895;-6373,485
10;17;5;5;844,026;-6375,242
10;17;0;6;841,826;-6425,624
10;17;1;6;841,63;-6410,502
10;17;2;6;841,536;-6400,331
10;17;3;6;841,563;-6394,464
10;17;4;6;841,669;-6391,2
10;17;5;6;841,812;-6392,647
10;17;0;7;838,211;-6449,128
10;17;1;7;838,016;-6433,999
10;17;2;7;837,922;-6423,87
10;17;3;7;837,95;-6418,05
10;17;4;7;838,058;-6414,822
10;17;5;7;838,203;-6416,288
10;17;0;8;837,411;-6466,706
10;17;1;8;837,216;-6451,577
10;17;2;8;837,122;-6441,448
10;17;3;8;837,15;-6435,629
10;17;4;8;837,258;-6432,403
10;17;5;8;837,394;-6433,748
10;18;0;0;855,506;-6230,513
10;18;1;0;855,559;-6233,483
10;18;2;0;855,593;-6237,564
10;18;3;0;855,599;-6240,662
10;18;4;0;855,592;-6242,54
10;18;5;0;855,612;-6245,562
10;18;0;1;854,612;-6247,852
10;18;1;1;854,677;-6250,605
10;18;2;1;854,727;-6254,19
10;18;3;1;854,728;-6256,06
10;18;4;1;854,699;-6256,612
10;18;5;1;854,702;-6258,931
10;18;0;2;853,21;-6270,013
10;18;1;2;853,356;-6271,927
10;18;2;2;853,479;-6275,349
10;18;3;2;853,51;-6278,073
10;18;4;2;853,472;-6279,3
10;18;5;2;853,51;-6282,173
10;18;0;3;852,354;-6295,615
10;18;1;3;852,459;-6294,307
10;18;2;3;852,582;-6295,261
10;18;3;3;852,663;-6297,895
10;18;4;3;852,708;-6301,162
10;18;5;3;852,757;-6305,612
10;18;0;4;850,457;-6339,114
10;18;1;4;850,485;-6334,203
10;18;2;4;850,569;-6331,937
10;18;3;4;850,664;-6331,695
10;18;4;4;850,764;-6333,796
10;18;5;4;850,91;-6339,623
10;18;0;5;850,546;-6374,778
10;18;1;5;850,462;-6365,371
10;18;2;5;850,469;-6359,339
10;18;3;5;850,553;-6355,672
10;18;4;5;850,687;-6355,96
10;18;5;5;850,861;-6361,236
10;18;0;6;850,135;-6392,924
10;18;1;6;850,023;-6382,523
10;18;2;6;850,01;-6375,689
10;18;3;6;850,092;-6371,254
10;18;4;6;850,238;-6371,141
10;18;5;6;850,423;-6376,196
10;18;0;7;846,556;-6421,466
10;18;1;7;846,445;-6411,102
10;18;2;7;846,432;-6404,286
10;18;3;7;846,515;-6399,833
10;18;4;7;846,661;-6399,674
10;18;5;7;846,845;-6404,654
10;18;0;8;846,135;-6441,486
10;18;1;8;846,023;-6431,124
10;18;2;8;846,011;-6424,308
10;18;3;8;846,093;-6419,855
10;18;4;8;846,239;-6419,696
10;18;5;8;846,423;-6424,674
10;19;0;0;859,028;-6204,426
10;19;1;0;859,066;-6208,004
10;19;2;0;859,081;-6211,69
10;19;3;0;859,077;-6213,935
10;19;4;0;859,088;-6216,675
10;19;5;0;859,138;-6221,685
10;19;0;1;858,304;-6231,2
10;19;1;1;858,357;-6234,544
10;19;2;1;858,378;-6237,278
10;19;3;1;858,356;-6238,177
10;19;4;1;858,345;-6239,948
10;19;5;1;858,388;-6244,587
10;19;0;2;858,332;-6256,384
10;19;1;2;858,387;-6258,353
10;19;2;2;858,429;-6261,258
10;19;3;2;858,436;-6263,376
10;19;4;2;858,449;-6265,818
10;19;5;2;858,504;-6270,424
10;19;0;3;856,442;-6280,533
10;19;1;3;856,506;-6280,192
10;19;2;3;856,551;-6281,652
10;19;3;3;856,583;-6284,435
10;19;4;3;856,624;-6288,703
10;19;5;3;856,691;-6294,725
10;19;0;4;855,537;-6317,76
10;19;1;4;855,604;-6315,207
10;19;2;4;855,7;-6314,458
10;19;3;4;855,776;-6315,182
10;19;4;4;855,836;-6319,129
10;19;5;4;855,916;-6325,824
10;19;0;5;856,038;-6349,362
10;19;1;5;856,024;-6343,448
10;19;2;5;856,085;-6339,129
10;19;3;5;856,204;-6337,634
10;19;4;5;856,312;-6340,883
10;19;5;5;856,395;-6347,114
10;19;0;6;856,241;-6372,237
10;19;1;6;856,206;-6365,603
10;19;2;6;856,26;-6360,5
10;19;3;6;856,388;-6358,522
10;19;4;6;856,578;-6362,476
10;19;5;6;856,804;-6370,394
10;19;0;7;853,969;-6391,242
10;19;1;7;853,934;-6384,571
10;19;2;7;853,986;-6379,388
10;19;3;7;854,112;-6377,316
10;19;4;7;854,302;-6381,183
10;19;5;7;854,529;-6389,03
10;19;0;8;853,685;-6408,553
10;19;1;8;853,65;-6401,882
10;19;2;8;853,702;-6396,698
10;19;3;8;853,828;-6394,625
10;19;4;8;854,018;-6398,491
10;19;5;8;854,245;-6406,336
10;20;0;0;861,833;-6189,168
10;20;1;0;861,856;-6192,833
10;20;2;0;861,861;-6195,829
10;20;3;0;861,867;-6198,333
10;20;4;0;861,908;-6202,87
10;20;5;0;861,98;-6209,172
10;20;0;1;861,739;-6208,742
10;20;1;1;861,772;-6211,814
10;20;2;1;861,769;-6213,612
10;20;3;1;861,752;-6214,988
10;20;4;1;861,778;-6218,916
10;20;5;1;861,846;-6224,987
10;20;0;2;861,817;-6228,958
10;20;1;2;861,863;-6231,638
10;20;2;2;861,887;-6234,395
10;20;3;2;861,895;-6236,806
10;20;4;2;861,939;-6240,978
10;20;5;2;862,015;-6246,93
10;20;0;3;863,075;-6259,119
10;20;1;3;863,119;-6260,063
10;20;2;3;863,16;-6262,747
10;20;3;3;863,198;-6266,559
10;20;4;3;863,26;-6272,431
10;20;5;3;863,343;-6279,4
10;20;0;4;861,489;-6299,679
10;20;1;4;861,518;-6298,074
10;20;2;4;861,56;-6297,736
10;20;3;4;861,613;-6300,152
10;20;4;4;861,693;-6306,479
10;20;5;4;861,784;-6314,082
10;20;0;5;861,515;-6339,738
10;20;1;5;861,549;-6335,769
10;20;2;5;861,584;-6332,269
10;20;3;5;861,644;-6332,963
10;20;4;5;861,73;-6338,62
10;20;5;5;861,822;-6345,921
10;20;0;6;862,275;-6354,862
10;20;1;6;862,306;-6350,357
10;20;2;6;862,414;-6347,206
10;20;3;6;862,529;-6348,215
10;20;4;6;862,616;-6353,544
10;20;5;6;862,709;-6360,638
10;20;0;7;861,906;-6370,147
10;20;1;7;861,936;-6365,537
10;20;2;7;862,043;-6362,291
10;20;3;7;862,216;-6364,015
10;20;4;7;862,416;-6370,825
10;20;5;7;862,509;-6377,89
10;20;0;8;861,397;-6384,912
10;20;1;8;861,426;-6380,3
10;20;2;8;861,534;-6377,053
10;20;3;8;861,707;-6378,776
10;20;4;8;861,942;-6386,058
10;20;5;8;862,193;-6395,281
11;0;0;0;650,198;-6235,738
11;0;1;0;645,526;-6239,426
11;0;2;0;641,385;-6243,138
11;0;3;0;638,991;-6240,691
11;0;4;0;639,116;-6228,115
11;0;5;0;641,461;-6213,757
11;0;0;1;647,583;-6278,368
11;0;1;1;642,446;-6278,815
11;0;2;1;638,102;-6280,119
11;0;3;1;636,2;-6277,507
11;0;4;1;637,214;-6263,847
11;0;5;1;640,235;-6245,498
11;0;0;2;648,095;-6319,009
11;0;1;2;643,644;-6323,707
11;0;2;2;639,861;-6328,398
11;0;3;2;637,732;-6324,563
11;0;4;2;637,979;-6307,745
11;0;5;2;640,176;-6287,642
11;0;0;3;644,904;-6362,004
11;0;1;3;640,285;-6366,544
11;0;2;3;636,317;-6372,814
11;0;3;3;634,383;-6375,452
11;0;4;3;635,254;-6365,742
11;0;5;3;638,448;-6345,385
11;0;0;4;643,987;-6435,374
11;0;1;4;639,459;-6440,399
11;0;2;4;635,656;-6447,475
11;0;3;4;633,658;-6449,548
11;0;4;4;634,165;-6438,343
11;0;5;4;636,77;-6416,391
11;0;0;5;642,086;-6549,033
11;0;1;5;637,936;-6555,264
11;0;2;5;634,365;-6560,375
11;0;3;5;632,568;-6555,899
11;0;4;5;633,357;-6535,14
11;0;5;5;636,161;-6505,888
11;0;0;6;641,031;-6602,316
11;0;1;6;636,856;-6608,23
11;0;2;6;633,312;-6612,917
11;0;3;6;631,49;-6607,245
11;0;4;6;632,272;-6585,096
11;0;5;6;635,255;-6554,932
11;0;0;7;642,363;-6614,696
11;0;1;7;638,48;-6622,486
11;0;2;7;635,23;-6629,139
11;0;3;7;633,671;-6625,402
11;0;4;7;634,715;-6605,148
11;0;5;7;637,719;-6574,905
11;0;0;8;642,311;-6613,031
11;0;1;8;638,359;-6620,398
11;0;2;8;634,925;-6625,926
11;0;3;8;633,275;-6621,627
11;0;4;8;634,34;-6601,506
11;0;5;8;637,595;-6572,742
11;1;0;0;650,88;-6242,353
11;1;1;0;647,682;-6253,124
11;1;2;0;646,071;-6262,465
11;1;3;0;647,363;-6261,043
11;1;4;0;650,71;-6246,341
11;1;5;0;654,776;-6232,3
11;1;0;1;649,092;-6289,401
11;1;1;1;645,656;-6298,255
11;1;2;1;643,94;-6304,936
11;1;3;1;645,186;-6297,586
11;1;4;1;648,893;-6275,749
11;1;5;1;653,208;-6254,119
11;1;0;2;648,742;-6324,669
11;1;1;2;645,423;-6334,268
11;1;2;2;643,744;-6341,291
11;1;3;2;645,088;-6335,429
11;1;4;2;648,68;-6315,99
11;1;5;2;652,981;-6298,046
11;1;0;3;648,153;-6384,316
11;1;1;3;645,044;-6396,305
11;1;2;3;643,179;-6406,079
11;1;3;3;643,947;-6401,357
11;1;4;3;647,978;-6380,091
11;1;5;3;653,043;-6353,246
11;1;0;4;647,928;-6462,304
11;1;1;4;644,797;-6474,217
11;1;2;4;642,849;-6483,625
11;1;3;4;642,965;-6475,756
11;1;4;4;645,318;-6446,484
11;1;5;4;649,092;-6413,186
11;1;0;5;644,121;-6563,687
11;1;1;5;641,138;-6574,647
11;1;2;5;639,668;-6580,805
11;1;3;5;640,762;-6567,219
11;1;4;5;644,444;-6534,803
11;1;5;5;648,936;-6500,478
11;1;0;6;644,387;-6624,983
11;1;1;6;641,533;-6636,483
11;1;2;6;639,788;-6640,452
11;1;3;6;640,442;-6623,025
11;1;4;6;643,725;-6585,714
11;1;5;6;648,334;-6548,385
11;1;0;7;644,058;-6626,388
11;1;1;7;641,074;-6637,283
11;1;2;7;639,593;-6642,923
11;1;3;7;641,094;-6630,803
11;1;4;7;644,951;-6597,163
11;1;5;7;649,576;-6559,825
11;1;0;8;647,609;-6646,601
11;1;1;8;644,823;-6658,607
11;1;2;8;643,024;-6662,545
11;1;3;8;643,693;-6645,761
11;1;4;8;647,011;-6608,997
11;1;5;8;650,948;-6567,454
11;2;0;0;658,429;-6286,986
11;2;1;0;657,608;-6301,241
11;2;2;0;658,778;-6302,693
11;2;3;0;662,225;-6289,918
11;2;4;0;666,244;-6270,35
11;2;5;0;670,133;-6255,187
11;2;0;1;660,16;-6356,325
11;2;1;1;659,425;-6369,93
11;2;2;1;659,467;-6360,727
11;2;3;1;660,966;-6327,254
11;2;4;1;664,276;-6292,491
11;2;5;1;668,702;-6273,305
11;2;0;2;658,269;-6381,963
11;2;1;2;657,154;-6393,571
11;2;2;2;657,424;-6386,17
11;2;3;2;659,857;-6360,849
11;2;4;2;663,578;-6333,102
11;2;5;2;667,564;-6313,443
11;2;0;3;660,393;-6456,387
11;2;1;3;659,654;-6472,394
11;2;2;3;659,849;-6469,795
11;2;3;3;661,549;-6439,281
11;2;4;3;664,872;-6395,826
11;2;5;3;668,337;-6359,448
11;2;0;4;656,135;-6511,58
11;2;1;4;654,968;-6526,017
11;2;2;4;654,866;-6522,407
11;2;3;4;656,559;-6492,779
11;2;4;4;660,07;-6451,362
11;2;5;4;664,276;-6417,753
11;2;0;5;655,088;-6628,249
11;2;1;5;654,18;-6639,589
11;2;2;5;654,318;-6626,607
11;2;3;5;656,294;-6586,614
11;2;4;5;659,786;-6538,454
11;2;5;5;663,671;-6501,247
11;2;0;6;655,902;-6692,093
11;2;1;6;654,914;-6702,716
11;2;2;6;655,193;-6689,621
11;2;3;6;657,067;-6647,462
11;2;4;6;660,546;-6595,85
11;2;5;6;664,127;-6553,363
11;2;0;7;655,998;-6696,869
11;2;1;7;654,79;-6706,674
11;2;2;7;655,109;-6694,365
11;2;3;7;657,34;-6654,545
11;2;4;7;660,889;-6603,272
11;2;5;7;663,955;-6557,796
11;2;0;8;655,931;-6695,98
11;2;1;8;654,725;-6705,803
11;2;2;8;655,046;-6693,516
11;2;3;8;657,412;-6654,327
11;2;4;8;660,823;-6602,269
11;2;5;8;663,971;-6557,246
11;3;0;0;685,275;-6419,199
11;3;1;0;685,356;-6417,89
11;3;2;0;684,443;-6387,515
11;3;3;0;683,277;-6342,237
11;3;4;0;683,605;-6302,408
11;3;5;0;686,193;-6280,607
11;3;0;1;679,033;-6446,793
11;3;1;1;678,908;-6440,746
11;3;2;1;678,641;-6403,299
11;3;3;1;679,422;-6355,608
11;3;4;1;681,617;-6317,706
11;3;5;1;684,693;-6296,133
11;3;0;2;678,698;-6483,824
11;3;1;2;678,677;-6478,899
11;3;2;2;678,682;-6445,227
11;3;3;2;679,012;-6399,677
11;3;4;2;680,472;-6359,742
11;3;5;2;683,198;-6335,026
11;3;0;3;678,673;-6547,124
11;3;1;3;678,818;-6547,304
11;3;2;3;678,992;-6514,888
11;3;3;3;679,777;-6460,196
11;3;4;3;681,702;-6408,38
11;3;5;3;684,217;-6372,983
11;3;0;4;677,84;-6620,258
11;3;1;4;677,816;-6620
11;3;2;4;677,279;-6586,082
11;3;3;4;677,448;-6530,531
11;3;4;4;678,883;-6475,294
11;3;5;4;681,693;-6437,772
11;3;0;5;673,289;-6715,702
11;3;1;5;673,024;-6705,475
11;3;2;5;672,391;-6657,609
11;3;3;5;673,835;-6599,664
11;3;4;5;676,305;-6547,283
11;3;5;5;679,07;-6510,304
11;3;0;6;669,81;-6755,359
11;3;1;6;669,794;-6745,934
11;3;2;6;669,918;-6700,651
11;3;3;6;671,433;-6639,648
11;3;4;6;674,092;-6583,729
11;3;5;6;676,894;-6545,287
11;3;0;7;675,408;-6790,38
11;3;1;7;675,513;-6781,934
11;3;2;7;676,167;-6740,032
11;3;3;7;677,274;-6677,796
11;3;4;7;679,038;-6618,042
11;3;5;7;680,444;-6573,811
11;3;0;8;671,07;-6768,996
11;3;1;8;671,144;-6760,774
11;3;2;8;672,295;-6720,773
11;3;3;8;674,647;-6664,169
11;3;4;8;677,366;-6608,871
11;3;5;8;679,743;-6569,113
11;4;0;0;701,476;-6463,329
11;4;1;0;700,689;-6439,951
11;4;2;0;699,156;-6398,347
11;4;3;0;698,089;-6353,19
11;4;4;0;699,428;-6320,532
11;4;5;0;702,114;-6301,61
11;4;0;1;704,893;-6530,662
11;4;1;1;703,698;-6500,153
11;4;2;1;701,619;-6447,046
11;4;3;1;700,329;-6394,513
11;4;4;1;699,973;-6350,559
11;4;5;1;701,655;-6326,782
11;4;0;2;705,554;-6573,786
11;4;1;2;704,568;-6544,828
11;4;2;2;702,976;-6497,441
11;4;3;2;702,024;-6449,966
11;4;4;2;701,343;-6405,928
11;4;5;2;701,623;-6373,365
11;4;0;3;701,661;-6625,57
11;4;1;3;700,635;-6597,964
11;4;2;3;699,038;-6539,735
11;4;3;3;698,627;-6477,846
11;4;4;3;699,069;-6425,877
11;4;5;3;700,431;-6392,479
11;4;0;4;700,227;-6696,631
11;4;1;4;699,166;-6669,261
11;4;2;4;697,603;-6612,906
11;4;3;4;697,411;-6552,608
11;4;4;4;697,816;-6497,465
