meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
470.385;61.1629;15375.4;31.2593;85.9187;0.187502;39;0;9;0;84;0;15120;0;0.878049;0
