meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
2072.33;232.148;13294.3;43.6511;91.7397;0.144944;30.51;0.71767;11.8079;0.0863222;73.77;5.47511;11463.8;188.329;0.762038;0.0559373
