meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
-1278.25;20.0644;17335.1;56.849;123.012;0.408464;24;0;15;0;53.42;0.976284;8640;0;0.789223;0.0144335
