meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
1933.34;463.817;13274.2;63.5414;91.8101;0.155247;30.05;0.261116;11.9244;0.0787507;119.1;4.35194;11200.6;198.954;0.922887;0.0281078
