meanReward;sdReward;meanFeed;sdFeed;meanavgWeight;sdavgWeight;meancycle;sdcycle;meancycleLength;sdcycleLength;meantruckNum;sdtruckNum;meanmrketNum;sdmrketNum;meantruckUtilize;sdtruckUtilize
1951.92;478.617;13280.4;48.7908;91.6298;0.162019;30.44;0.671498;11.8362;0.0948654;73.84;6.31292;11391.1;220.263;0.757464;0.05999
